Edad,Antiguedad_anios,Salario_mensual_COP,Horas_semanales,Distancia_trabajo_km,Satisfaccion_laboral,Balance_vida_trabajo,Anios_sin_ascenso,Trabajo_remoto,Horas_extra,Renuncia
40,15,4732954.28,52.85,61.28,5,3,5,0,0,0
33,4,3057403.82,48.68,62.85,1,1,7,0,0,1
52,19,2664656.92,46.07,54.70,5,5,5,0,0,0
27,6,3235643.19,39.90,28.56,3,4,2,1,1,0
29,11,3052954.41,30.00,33.30,4,3,4,0,1,0
60,6,1400000.00,38.75,31.63,5,2,10,0,1,1
38,5,3043630.98,36.20,63.10,5,4,1,0,1,0
49,4,1780250.96,57.53,27.30,5,3,8,0,0,1
24,6,2485481.74,44.66,30.88,3,4,8,0,0,0
41,15,4308571.62,40.95,38.99,4,2,10,0,0,0
32,2,1400000.00,33.90,14.49,2,5,7,0,0,0
23,5,2324175.81,53.88,2.63,4,3,5,1,1,0
63,0,1698481.08,38.63,12.09,5,5,9,0,0,0
20,2,1717913.86,34.13,28.24,3,5,10,0,1,0
52,7,2136676.79,37.22,7.35,5,3,5,0,1,0
50,25,6922270.61,38.83,58.19,4,2,10,0,1,1
19,1,1400000.00,54.01,59.55,4,1,10,1,1,1
26,5,2507536.85,50.41,27.52,3,5,7,0,0,0
47,29,4089531.02,47.77,58.54,3,3,3,0,1,1
27,8,1400000.00,49.04,53.93,5,5,8,1,0,0
60,10,3408826.75,51.23,27.47,4,1,10,0,0,0
41,13,3558412.29,45.01,1.50,3,1,0,1,0,0
41,23,5370678.73,30.91,46.56,2,5,7,1,1,1
60,30,7332243.51,31.77,62.62,3,1,6,1,0,0
38,7,1450488.26,47.55,49.14,3,5,8,1,1,1
40,6,2666459.40,42.13,8.77,5,1,4,1,0,0
41,20,4270256.83,48.54,45.30,5,4,8,1,1,0
20,2,2214857.76,42.19,19.09,5,2,4,0,1,0
65,26,6955356.17,46.42,62.63,1,2,3,1,1,1
41,9,3466690.62,37.67,33.88,5,3,5,1,0,0
22,4,1400000.00,53.75,17.53,2,4,9,0,0,1
26,2,1447394.96,35.54,31.58,2,3,6,0,1,1
62,28,6102663.83,56.96,47.95,4,1,3,1,1,1
43,18,1811202.69,37.70,41.09,5,4,1,0,0,0
37,2,2932467.74,45.34,33.71,2,2,0,0,0,1
44,2,2640160.54,51.22,57.72,2,2,10,1,1,0
46,24,6636400.33,49.38,6.93,1,1,2,0,1,0
27,9,2510831.70,36.66,6.94,4,1,9,1,0,0
27,7,3622442.40,33.92,45.70,4,1,8,0,0,1
20,2,1400000.00,30.00,26.32,4,1,0,1,1,0
32,7,3479487.56,50.63,13.89,1,2,2,1,1,0
20,2,3282028.61,48.95,55.06,3,3,4,1,1,1
32,13,4887329.18,56.48,43.51,5,3,1,1,0,0
43,11,2380652.00,35.43,39.11,3,1,7,1,1,1
62,15,4474734.89,42.91,11.76,3,4,8,0,0,0
26,8,3505184.40,42.91,64.40,1,1,4,1,0,1
65,20,5541267.65,36.65,43.94,3,2,2,1,0,0
47,20,3952529.63,45.80,62.27,4,1,9,0,1,1
31,12,2109912.50,43.55,21.10,5,5,8,0,0,0
64,28,8027066.59,49.05,48.53,1,2,10,0,1,1
35,17,6534309.61,42.23,54.00,3,2,4,1,1,0
62,3,2248055.57,50.74,28.67,3,1,6,0,1,1
26,8,3737937.40,40.63,48.93,3,5,6,0,1,0
32,14,3807162.25,34.81,8.17,4,3,2,1,1,1
49,30,6270839.67,50.54,7.76,4,4,6,0,0,0
37,12,3822860.28,41.76,3.24,3,5,6,0,0,0
31,2,2034869.04,40.38,59.88,4,1,3,0,1,1
21,3,3902464.68,38.80,9.05,5,2,2,0,1,0
36,0,1400000.00,33.94,45.45,1,4,3,0,1,1
29,11,4191676.18,39.64,53.95,2,5,5,1,1,0
40,19,5479781.85,40.07,53.66,2,3,6,1,0,0
65,20,4772514.66,41.46,56.44,3,2,3,0,0,1
61,4,1400000.00,49.49,61.34,3,2,7,0,1,1
58,18,5028892.77,37.01,10.49,1,1,7,0,1,1
40,22,6262733.98,46.27,47.08,3,4,7,0,0,0
42,16,4722735.82,40.82,38.07,2,2,2,1,0,0
22,4,3687103.46,34.67,26.29,1,3,2,1,0,0
38,1,3459820.80,40.48,51.51,3,1,5,0,0,1
28,5,2239531.88,48.58,16.12,2,3,4,1,0,0
51,12,3639044.20,50.66,62.39,3,2,10,0,0,1
56,13,3225367.64,39.21,11.85,5,1,10,1,1,1
62,7,1400000.00,45.27,40.53,5,5,6,1,1,0
47,23,5166663.19,46.27,19.84,4,4,1,1,1,0
32,14,4892466.42,49.43,28.46,2,2,4,1,0,0
63,13,4754479.73,43.72,23.70,2,2,1,0,1,1
24,6,2621140.08,48.12,8.61,1,1,1,1,1,1
45,18,5337337.81,33.30,52.75,1,4,3,0,1,1
33,15,3389368.95,52.52,12.46,3,2,6,1,1,1
53,6,1848055.56,49.79,45.32,2,1,3,1,1,1
41,12,1910657.55,33.91,36.17,5,5,10,1,0,0
47,6,4436299.40,45.02,45.80,2,5,4,0,1,1
37,9,2435022.11,52.13,46.05,4,4,7,1,0,0
51,28,5110444.10,42.16,58.39,2,2,5,1,0,1
29,11,2738163.96,48.82,16.33,2,5,7,0,1,1
62,25,5515722.23,44.25,21.39,5,4,0,1,0,0
62,11,1548390.70,46.51,58.03,4,3,7,1,0,1
43,23,5256995.16,40.97,24.42,3,2,0,0,0,0
29,5,1832515.78,51.53,5.82,3,4,2,0,0,1
55,15,4624830.58,51.08,4.48,1,1,7,1,0,1
33,5,2246299.98,46.99,32.10,4,3,1,0,1,1
49,26,7189694.17,49.88,18.39,4,4,0,0,0,0
37,13,4529531.50,44.59,19.51,2,2,6,1,0,0
49,1,2409611.78,33.43,53.95,1,4,6,0,1,1
48,8,1862036.59,35.37,0.55,1,2,2,1,0,1
27,7,3699806.97,52.92,15.36,2,3,4,0,1,1
37,12,4746659.59,40.93,30.47,3,1,4,1,1,1
55,6,1934324.66,40.69,55.94,1,1,6,1,0,1
59,8,2893148.87,52.97,20.89,4,4,8,0,0,1
25,7,4133249.59,40.72,55.49,3,5,9,1,0,1
21,3,2665291.73,56.13,38.29,3,5,6,0,1,1
47,29,6732509.52,32.03,51.84,3,2,3,1,1,1
30,2,1400000.00,50.07,41.63,4,5,10,1,1,1
54,24,6051916.72,37.34,58.09,5,5,6,1,0,0
51,19,3585738.61,47.72,32.54,5,2,7,1,0,0
64,13,3654360.58,35.35,21.91,3,4,3,0,1,0
52,8,3772339.48,44.28,46.15,4,1,3,0,1,1
41,12,3723966.43,51.13,9.50,1,3,2,0,0,1
24,5,2758675.20,45.07,56.67,5,2,0,1,1,0
25,4,4968446.44,46.77,15.91,1,2,5,1,0,1
39,6,2275266.83,48.38,49.44,3,5,4,1,0,0
19,1,1400000.00,42.28,7.14,1,4,6,0,1,1
41,16,3255516.25,53.48,33.03,4,5,2,0,1,0
37,13,5950673.55,48.49,24.13,3,5,7,1,0,0
50,5,2134623.11,45.01,28.77,1,4,9,0,1,1
44,16,1400000.00,40.52,54.49,1,5,3,0,0,1
50,6,2570022.51,49.78,56.17,5,4,5,0,1,1
46,2,3105978.06,41.51,41.66,2,1,1,0,1,1
53,1,2738391.90,39.62,4.63,4,5,3,1,0,0
20,0,1400000.00,56.06,10.80,4,5,2,0,1,0
28,10,3589198.94,45.81,29.25,4,4,4,1,1,0
39,11,3219062.24,46.68,10.68,4,4,10,0,1,0
55,23,4874336.16,54.83,38.37,3,5,4,0,0,0
23,5,4336491.77,50.90,59.31,4,2,2,1,1,1
57,8,3815624.81,48.29,57.47,4,5,2,1,1,1
33,15,3355664.97,46.21,10.17,2,2,2,0,0,0
48,30,4498771.66,40.09,31.59,4,5,4,1,0,0
44,16,5374362.14,41.52,4.20,1,5,4,1,0,0
38,20,5198989.20,48.97,45.06,1,5,0,0,1,0
44,1,1400000.00,45.76,37.50,1,2,1,0,0,0
21,3,1635182.59,46.55,54.67,1,1,2,1,1,1
59,10,3838806.11,41.58,1.23,2,4,10,1,0,0
21,1,3590967.00,52.52,51.85,5,4,3,0,0,1
33,15,3537631.61,43.98,2.29,5,5,9,1,0,0
26,2,2886499.19,40.32,0.98,4,2,8,1,1,0
26,8,3359374.00,47.48,32.97,4,5,8,1,1,0
65,6,1400000.00,36.32,49.71,5,1,2,0,1,1
40,2,1760567.40,48.08,47.14,5,5,4,1,0,0
25,0,1400000.00,51.81,61.00,5,1,3,0,1,1
35,17,5221496.69,50.27,12.33,2,3,6,1,1,0
51,26,5318678.19,42.94,50.42,4,5,8,0,1,0
36,18,5365754.10,32.86,32.07,3,5,6,1,1,0
31,13,3929324.33,43.57,57.87,5,5,1,0,0,0
59,19,4076108.67,42.22,57.62,5,2,0,0,1,1
60,14,5678633.53,44.38,19.05,3,4,5,1,0,0
28,1,1950618.09,44.94,17.94,4,1,0,1,0,0
52,7,4254288.68,30.00,51.92,5,4,5,1,0,0
48,3,1400000.00,31.64,50.38,5,1,8,1,1,1
37,19,3481495.81,40.00,40.21,1,2,0,0,0,1
57,12,4434986.83,47.92,61.29,5,1,1,1,1,1
49,6,1400000.00,44.27,42.15,2,2,0,1,0,1
41,16,3270434.53,60.56,11.94,4,5,0,1,1,0
50,16,3859604.01,37.51,64.44,1,3,10,1,1,1
54,24,6744241.32,39.93,3.40,5,3,10,1,1,0
49,18,3713888.20,38.01,13.82,2,2,6,0,0,1
55,16,3046077.43,37.27,11.37,4,1,4,1,0,0
19,1,2723801.00,44.96,3.36,1,1,4,0,0,1
48,3,1400000.00,42.38,32.78,5,2,6,0,0,1
21,3,1400000.00,46.64,37.31,4,3,9,1,1,1
30,12,5685420.45,40.69,16.24,4,4,7,1,1,0
27,9,1634161.22,39.81,21.14,4,5,9,1,1,1
34,16,4746595.21,54.87,13.11,2,3,2,1,1,1
33,12,6149499.03,38.73,38.29,3,3,5,0,0,0
65,25,5179442.41,41.94,1.15,4,3,3,1,0,0
50,23,5734394.77,49.05,63.93,4,3,6,0,1,1
25,7,3666826.45,37.66,38.69,1,3,10,0,1,1
47,14,4045068.66,49.72,3.23,4,5,0,1,1,0
59,1,1805387.24,34.19,31.01,5,5,0,0,1,0
30,12,3988874.65,40.67,18.10,1,1,9,0,1,1
50,1,2895329.06,46.30,63.69,1,2,1,1,1,1
57,20,4404958.75,35.51,25.28,5,2,5,0,1,0
59,29,7031470.06,35.74,27.15,2,4,7,0,1,0
42,0,1400000.00,35.75,46.87,5,3,2,1,1,0
59,25,3072636.21,39.01,36.82,5,2,7,1,0,0
55,7,3290586.05,42.71,27.27,2,4,8,1,1,1
35,17,4528451.48,43.43,13.92,4,4,0,1,1,0
40,17,3389315.51,35.28,37.03,2,5,7,0,1,0
46,8,2813249.83,46.25,18.96,1,2,7,0,1,1
31,13,3670939.56,45.94,2.28,5,2,0,0,0,1
59,2,3331338.43,46.23,57.48,4,1,4,1,0,0
31,9,1486535.49,42.07,27.75,2,4,6,1,1,1
63,30,8135645.11,31.42,8.86,1,5,8,0,0,0
43,25,3676636.02,34.80,35.69,4,4,7,0,0,0
56,23,4686561.74,38.88,4.39,5,2,8,0,1,1
51,0,2189990.45,39.48,55.45,3,3,4,0,1,1
63,7,1400000.00,55.54,7.31,4,3,0,0,0,1
28,10,3409085.78,35.84,55.20,1,5,4,0,1,1
42,7,1677816.59,46.06,9.94,1,3,4,0,0,1
23,5,4277003.18,35.66,7.57,3,4,4,1,0,0
48,30,7298442.56,50.77,23.42,2,3,9,1,1,0
54,29,4665626.82,42.70,58.63,4,4,0,1,1,0
28,10,3165614.54,40.06,53.98,3,5,2,0,1,0
65,19,4337875.39,46.04,38.64,1,3,8,1,1,1
33,5,2696588.58,37.19,37.39,3,4,9,1,0,0
19,1,1889323.32,36.28,50.05,5,5,0,0,0,0
48,20,3354735.91,34.72,2.23,2,5,5,0,1,0
52,29,7473255.94,47.21,59.22,3,1,1,1,0,0
51,8,4194095.74,48.99,15.32,5,2,8,0,0,1
22,4,3751085.59,40.00,50.00,4,4,9,1,1,0
47,1,1719518.16,42.38,56.32,5,4,1,1,1,0
28,10,3884486.10,34.22,20.79,2,3,5,0,0,0
54,8,2850772.32,39.79,31.18,4,1,0,1,0,0
31,11,4426840.89,47.00,6.93,1,3,2,1,1,1
20,2,3331325.64,40.83,28.86,2,2,4,1,0,1
62,16,3891035.34,41.52,0.70,3,1,3,1,0,1
63,23,4461520.25,41.76,59.98,3,2,4,1,1,1
25,7,1878257.59,44.29,53.94,5,5,1,1,0,0
26,8,3352887.86,46.06,24.49,1,1,2,0,1,1
59,10,1838578.88,45.36,49.78,5,5,7,1,0,0
60,9,2232202.05,39.29,33.31,2,3,1,0,0,1
48,11,5086877.73,32.67,31.80,4,5,2,1,1,0
29,1,1400000.00,55.00,16.55,5,4,0,0,1,0
32,14,4643867.99,41.36,23.15,3,3,1,1,0,0
53,5,4567185.64,44.38,28.31,4,2,6,0,0,1
27,9,3773560.20,39.99,50.63,1,1,5,0,0,0
60,14,3866793.57,32.84,57.46,2,3,6,1,0,1
64,21,3095348.43,33.48,28.04,2,4,2,0,1,0
57,21,6658786.74,52.29,57.83,5,3,7,0,1,1
38,20,5018473.61,49.77,48.59,1,3,3,0,0,1
32,5,2400116.67,45.06,21.55,1,4,2,0,1,1
20,2,2861435.33,40.44,47.83,2,5,6,0,0,0
55,10,1813023.12,47.53,58.96,3,2,0,0,0,1
46,14,2651642.86,38.81,54.58,1,1,10,1,1,1
32,11,3190504.77,46.15,4.63,2,1,1,1,0,0
57,7,5015467.43,42.87,55.56,4,3,1,0,0,1
65,4,3113699.32,47.73,16.26,1,5,2,0,0,1
57,23,6554941.66,38.89,41.84,5,4,9,1,1,0
48,4,1714526.38,33.25,13.94,2,2,9,1,1,1
22,4,1400000.00,39.53,37.86,4,5,7,0,1,0
65,12,3444770.12,47.88,13.31,2,5,1,1,0,0
22,4,3219719.07,48.67,59.83,1,1,8,0,1,1
62,14,5532090.80,53.96,56.10,3,5,6,0,1,1
33,0,1400000.00,51.42,6.76,5,2,4,0,0,0
60,29,6575228.82,50.64,59.89,4,4,10,0,1,1
35,17,4739376.42,45.00,21.69,4,3,6,1,1,0
22,4,1576501.34,43.59,13.53,5,4,8,0,1,0
22,4,2743206.71,45.83,9.78,2,5,5,1,1,0
28,8,3789399.07,49.06,33.83,1,4,1,0,0,1
32,12,2675725.15,47.21,28.19,3,2,2,1,0,0
41,12,5228725.86,44.34,57.64,1,2,4,0,0,1
30,5,3597432.18,41.85,42.25,2,2,8,1,1,1
65,20,6021106.31,38.84,42.01,4,2,7,1,1,1
51,13,4575751.97,39.12,27.53,4,3,7,1,0,0
60,19,5695875.38,42.99,6.71,4,1,3,0,0,0
54,15,3303282.23,41.89,15.44,5,3,9,1,1,0
24,6,3762154.17,43.98,46.90,5,5,3,1,0,1
63,18,4889566.00,35.07,22.21,3,3,1,0,0,0
62,23,5928478.74,37.55,27.88,5,1,4,0,0,0
21,3,1461342.43,51.51,60.21,2,4,1,1,1,1
59,24,5057974.36,39.09,36.82,5,1,9,1,0,0
54,13,4754040.68,55.71,64.66,1,1,5,1,1,1
35,17,3637431.47,43.14,2.63,5,3,9,1,1,0
44,0,1400000.00,51.17,28.24,5,3,2,0,1,1
58,21,5434094.30,44.32,54.74,4,2,4,1,0,0
60,11,3635253.12,45.91,5.97,2,1,1,1,1,1
24,6,3889201.34,32.65,4.27,3,1,6,1,1,0
51,14,2790768.11,41.30,52.42,2,1,5,0,1,1
44,16,5381290.98,40.69,55.34,1,3,0,0,0,1
46,20,5933798.94,30.00,13.11,4,3,3,0,1,0
55,6,4127073.55,44.70,10.01,4,1,1,0,0,1
34,5,3514306.55,46.85,26.18,3,4,5,1,1,0
56,15,4655217.68,41.15,52.27,1,4,4,1,1,1
46,11,4130048.36,34.38,22.18,4,5,5,1,0,0
61,29,5403874.37,43.83,1.52,2,1,6,1,1,1
51,13,3349753.39,38.01,50.46,5,1,8,0,1,1
36,18,4496834.77,51.61,12.96,2,2,2,0,0,1
64,1,4458265.90,44.43,58.49,2,3,3,0,0,1
23,5,1538732.28,45.75,16.96,5,4,4,1,0,0
20,2,1669112.34,30.11,24.66,2,3,10,1,0,0
64,8,2640227.14,47.56,60.87,4,2,5,1,0,1
35,17,3495416.85,50.96,29.26,2,1,10,0,1,0
37,19,5303921.95,48.31,52.67,3,1,9,1,0,1
19,1,3197671.51,38.07,63.43,3,3,0,1,1,0
43,1,1930849.24,55.01,1.43,3,3,1,1,1,1
22,4,2058946.52,38.17,64.67,4,5,5,0,1,0
29,11,2604362.10,55.01,13.42,2,3,2,1,1,1
25,7,2559017.48,33.69,29.65,2,4,1,1,1,0
38,20,5662340.48,40.90,64.40,4,5,10,0,1,0
49,29,6326165.75,47.75,27.81,5,3,10,0,1,0
57,11,4307447.40,38.49,58.85,2,3,3,0,1,1
48,0,1827470.93,39.34,41.39,1,2,7,0,1,1
50,4,3412360.95,37.33,49.30,1,5,3,0,1,1
64,25,6290033.85,44.48,43.98,4,2,5,0,0,0
60,18,4400093.03,52.55,53.44,3,3,3,0,1,1
40,22,3839631.01,36.72,56.31,3,2,9,1,0,0
42,17,4643678.78,49.38,35.42,3,2,2,0,1,1
47,20,4380624.31,42.13,20.13,4,5,1,1,1,0
40,21,5793571.20,52.07,58.72,4,4,7,0,1,0
54,23,5578032.32,30.00,45.62,2,3,9,1,1,0
48,20,3967897.00,52.55,34.66,4,3,0,0,0,0
49,29,7528006.67,40.43,60.49,2,2,2,0,0,0
51,23,5377031.17,35.81,12.56,1,1,0,1,0,1
41,3,2380326.24,33.09,37.11,1,5,3,1,0,1
62,23,7417882.52,47.62,16.42,5,3,8,0,1,0
56,22,5905664.49,53.85,45.14,1,3,8,1,0,1
46,28,5154045.30,30.00,23.17,2,5,10,0,0,0
53,5,2236858.32,51.92,39.75,1,1,5,1,0,1
20,2,3002424.64,55.03,17.19,3,4,1,0,0,0
29,5,2619811.57,49.05,25.84,5,5,10,1,1,0
25,5,2878114.51,42.49,30.78,1,2,6,1,0,0
28,10,3176261.27,49.73,15.94,2,1,0,1,0,1
32,4,3119793.33,36.75,51.67,1,5,3,1,1,1
26,8,4641497.62,38.36,7.98,5,3,1,1,1,0
31,13,4187803.63,49.83,59.16,3,5,9,0,1,1
50,15,3776887.05,41.46,30.45,3,4,9,0,1,1
49,29,5851528.76,36.01,16.60,4,5,0,1,1,0
56,13,4086146.95,37.17,8.84,5,1,2,0,0,0
36,1,3006128.22,47.76,34.55,5,1,0,0,1,1
33,15,3619367.37,39.08,21.16,1,2,8,0,1,1
37,9,1400000.00,46.05,50.82,5,2,3,1,1,0
65,2,1514607.46,45.87,14.12,1,3,4,1,1,1
42,7,2045211.01,36.54,31.75,1,4,6,0,1,1
24,1,1400000.00,52.34,4.40,1,4,10,0,0,1
32,14,3556394.55,40.91,35.09,2,4,2,1,0,0
57,18,4998193.95,47.24,0.95,3,2,8,0,1,1
26,8,3126978.36,42.26,18.23,5,5,9,0,0,0
65,3,1400000.00,54.39,64.27,2,3,10,0,1,1
35,17,5314204.62,44.45,9.36,1,2,4,1,1,0
35,1,2581242.83,40.67,46.85,2,1,3,1,0,1
40,9,4046707.08,36.89,40.75,5,3,8,0,1,0
29,11,3361336.44,45.40,43.90,3,5,2,0,0,0
36,18,5477213.32,49.54,39.04,3,4,6,1,0,0
42,24,5599067.96,45.61,60.73,5,4,4,1,1,0
61,24,5284624.70,42.17,27.48,5,5,3,1,0,0
58,2,1400000.00,39.09,14.63,5,2,3,0,0,0
38,13,3345725.34,61.37,1.04,5,4,5,0,0,0
47,19,5380021.83,44.40,38.90,2,4,0,1,1,0
26,5,1834650.41,51.32,56.90,5,5,1,0,1,1
41,0,2327268.25,47.43,8.67,4,5,8,0,1,1
57,13,2857335.69,41.28,30.49,5,4,1,0,0,0
45,18,4961679.21,32.95,5.06,1,5,2,0,1,0
56,23,4932544.47,42.22,58.06,1,2,6,1,0,1
31,13,4479946.01,39.01,44.55,5,4,7,0,0,0
33,10,3229475.24,33.39,60.70,2,3,5,1,0,0
41,7,2688805.08,47.07,57.09,5,3,6,0,1,1
46,20,4255163.05,41.49,40.33,3,2,4,0,1,1
41,3,1400000.00,41.00,42.82,1,4,9,1,1,1
24,6,4278240.48,38.23,9.17,1,5,4,0,0,0
37,0,2012336.13,34.74,47.66,4,4,1,0,0,0
37,19,4566280.22,59.30,41.41,2,4,1,0,0,0
42,16,3485357.18,37.05,10.71,3,1,10,1,0,1
47,25,6328641.08,36.77,61.74,3,1,9,1,1,1
34,2,3041330.62,43.44,8.45,1,5,5,0,0,0
40,4,3091148.23,43.53,64.53,3,2,4,0,0,1
52,4,3124747.90,32.31,5.08,3,1,6,1,1,1
63,9,2003406.41,41.01,13.95,1,2,8,0,1,1
23,5,2575728.36,33.68,63.52,5,2,2,1,0,0
59,16,3114183.26,38.16,30.10,3,5,0,1,0,0
53,20,5540788.47,44.63,50.40,5,5,0,1,0,0
37,10,2363325.48,36.94,35.95,1,5,5,0,0,0
44,24,5261153.91,49.31,27.95,3,2,0,0,1,0
42,19,5590932.88,48.65,28.37,2,1,3,1,0,1
20,2,2789130.55,30.00,58.51,3,1,7,1,1,1
65,12,3497358.17,38.21,43.36,5,1,4,0,0,1
40,3,2073986.97,45.94,10.50,5,5,3,0,1,0
21,3,1974415.59,43.57,12.75,2,2,6,0,0,1
29,11,2171503.87,43.86,8.42,5,2,10,1,0,0
42,17,3223923.49,37.64,37.01,4,4,10,1,1,0
65,6,3052799.15,48.48,27.02,2,3,1,1,0,1
46,13,2858769.55,46.89,2.77,4,4,2,1,0,0
51,19,6950033.27,45.46,52.84,4,1,4,0,0,1
60,10,2823437.39,37.52,21.36,3,5,1,1,0,0
51,21,4222981.78,48.51,35.73,4,1,9,0,0,1
42,24,4244395.42,42.32,10.72,5,2,0,0,1,0
38,20,6921635.98,48.71,50.30,4,4,4,0,1,0
38,13,3087260.48,44.31,52.30,4,3,8,0,1,1
30,12,1597705.57,39.06,45.08,3,4,9,0,0,1
31,13,4390372.64,48.76,61.94,2,4,1,0,0,0
51,30,5849667.14,47.61,49.77,3,1,1,1,0,0
23,1,1589550.58,37.02,17.99,4,2,5,1,0,0
47,24,5270146.09,41.47,38.18,4,3,9,0,1,0
39,3,2763279.28,33.45,31.74,1,4,1,0,1,1
20,2,1584172.70,58.35,14.71,3,4,8,1,0,0
23,5,3593011.80,50.85,20.54,2,2,1,1,1,0
61,8,1635577.94,58.81,28.19,1,2,1,0,1,1
59,14,4803634.21,52.38,4.32,1,3,5,0,0,1
36,16,3631806.57,35.56,5.00,5,5,7,1,0,0
37,17,4966337.55,35.11,35.93,5,2,0,1,0,0
59,4,1400000.00,48.91,38.37,1,3,2,1,0,1
41,23,3985068.54,44.90,49.44,3,5,2,0,0,0
60,26,4096574.29,47.64,30.95,4,5,4,1,0,0
50,10,1692817.45,49.80,31.03,5,3,4,0,0,0
25,7,2339329.81,51.25,12.35,4,1,3,1,0,0
59,0,2268739.18,31.62,38.75,2,2,3,0,1,1
64,11,2855629.33,31.82,43.74,4,5,2,0,0,0
24,6,2228769.84,54.42,46.81,1,2,7,1,0,1
19,0,3032562.83,46.39,8.02,3,3,5,0,0,0
54,24,4513152.86,47.97,19.53,4,2,9,1,0,1
29,11,3867722.20,52.92,47.89,1,2,10,0,0,1
44,18,4550761.80,52.44,3.11,5,1,7,1,1,0
33,12,2885230.73,46.29,60.78,1,2,9,0,0,1
31,13,2402613.99,53.48,51.02,5,5,6,1,1,0
51,7,3915945.02,35.41,18.90,4,5,10,0,1,0
30,10,3071938.16,52.98,58.33,2,4,3,0,0,1
57,0,1560621.19,33.81,57.72,3,4,1,1,0,1
38,20,5252668.45,51.44,26.50,3,4,4,0,0,0
19,1,2179034.72,33.40,30.93,3,3,10,1,0,0
59,22,6781465.22,42.35,56.22,2,5,0,1,0,0
52,15,4298039.04,47.91,49.33,1,4,10,1,1,1
44,26,7033456.03,41.37,50.95,5,1,4,1,0,0
24,6,4594461.01,39.49,23.84,4,1,2,0,0,0
50,23,5659729.83,35.61,59.46,3,3,10,0,0,0
19,1,1400000.00,43.11,7.72,1,2,7,1,0,1
33,3,4170177.56,48.90,52.06,5,1,3,0,0,1
36,18,7262209.74,30.00,61.14,1,1,3,0,0,1
53,29,7034737.80,58.80,17.35,3,4,3,1,1,0
59,17,5565258.92,45.43,10.78,1,4,0,1,0,0
37,2,4016831.46,42.39,10.80,1,5,4,0,1,1
54,10,3773035.06,38.06,7.91,3,1,10,0,0,1
37,19,6588082.74,41.72,10.62,3,4,3,1,1,0
53,22,5633277.73,46.90,57.54,3,1,8,1,1,0
28,10,2409565.19,48.01,21.88,1,3,3,1,1,1
38,13,4492164.00,42.21,1.13,1,2,9,1,0,1
57,2,2257498.01,41.46,61.35,3,1,7,0,0,1
35,17,4559009.11,47.02,12.60,5,1,7,0,0,0
34,6,2681347.70,42.21,23.12,4,1,4,1,0,0
33,2,2491169.08,44.03,3.39,2,5,2,0,1,0
44,2,2643809.40,46.18,13.77,2,1,5,0,1,1
52,10,3134259.47,48.84,31.22,1,4,1,0,0,1
56,18,5557111.62,30.00,52.91,2,3,6,1,1,1
36,18,5442832.69,53.65,13.97,1,5,7,1,0,0
28,10,3552741.14,40.96,61.22,2,4,1,1,0,0
64,19,2931370.82,48.01,52.50,1,4,0,1,1,1
27,2,1945994.78,37.66,32.34,5,5,0,0,1,0
42,24,4859295.28,37.93,49.32,1,1,4,0,1,1
31,13,4532553.90,36.91,29.77,3,1,3,1,0,0
44,25,5856812.38,50.16,14.03,2,5,6,0,1,0
64,28,3331755.90,32.28,23.80,4,3,2,0,0,0
62,18,4401312.57,42.63,24.69,5,5,4,0,0,0
41,14,3709620.03,38.34,59.13,3,5,4,0,1,0
47,5,3226683.34,43.71,35.72,2,1,3,1,0,1
51,26,4940926.72,30.00,50.37,5,4,2,1,0,0
21,3,1474846.86,44.34,34.70,2,2,9,0,0,1
30,0,1400000.00,40.46,6.79,5,5,4,1,1,0
61,18,4342082.17,36.54,42.21,5,3,3,1,1,0
55,0,2169338.25,51.45,20.98,2,4,1,1,1,0
52,23,4327205.73,40.92,26.73,4,5,0,0,1,0
21,3,3960317.55,39.38,64.93,3,5,8,1,1,0
29,2,2628256.45,30.00,20.08,1,4,7,1,1,1
38,20,3165925.24,38.44,7.47,4,4,5,0,1,0
27,9,2814336.75,51.26,41.78,2,3,1,0,0,1
42,4,3007084.65,48.05,1.35,5,2,0,0,1,0
40,14,3149874.65,43.07,45.22,1,3,10,0,1,1
31,13,3179657.96,38.93,29.69,4,3,0,1,0,0
49,19,5651542.15,32.89,12.86,3,1,7,1,1,0
64,21,4831254.43,41.26,57.35,5,5,8,1,0,1
48,23,3141747.03,45.44,19.45,3,1,7,0,0,1
54,15,5112851.53,34.47,53.11,4,4,8,0,0,1
44,23,5065785.95,56.60,47.10,2,4,9,1,0,1
29,11,3613170.37,35.39,51.60,5,1,5,0,0,0
33,15,3026562.58,45.46,13.97,3,4,4,1,0,0
42,16,3434307.00,50.02,1.14,3,3,7,1,1,0
52,11,1400000.00,46.41,42.67,2,3,2,0,1,1
37,17,3694687.53,42.88,20.10,5,1,4,1,0,0
41,14,3956540.98,45.10,54.71,2,2,4,1,0,1
28,4,4641217.13,30.00,58.32,4,2,2,0,1,0
46,23,4110556.30,44.11,15.12,1,4,4,1,1,0
59,2,1453104.84,44.30,21.94,4,5,4,0,1,1
57,12,4251422.95,49.28,56.98,3,2,10,0,1,1
55,26,4972872.24,54.22,51.36,3,4,9,0,1,1
19,1,2557738.67,53.48,19.76,3,2,0,1,1,1
59,21,5084248.23,47.99,23.44,2,5,2,0,1,0
65,14,4090405.08,50.78,51.64,4,1,1,1,0,1
44,26,7342334.52,48.96,55.77,3,4,10,0,0,0
