,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
272,Charged Off,25920.0,Source Verified,< 1 year,RENT,12.69,11875.0,debt_consolidation, 60 months,B
273,Fully Paid,54000.0,Not Verified,9 years,MORTGAGE,6.03,5000.0,home_improvement, 36 months,A
274,Fully Paid,18000.0,Not Verified,10+ years,RENT,6.62,1800.0,small_business, 36 months,A
275,Fully Paid,85000.0,Verified,5 years,RENT,8.9,35000.0,debt_consolidation, 36 months,A
276,Fully Paid,78000.0,Verified,5 years,RENT,8.9,18000.0,credit_card, 36 months,A
277,Charged Off,45600.0,Not Verified,10+ years,OWN,7.9,14000.0,debt_consolidation, 36 months,A
278,Fully Paid,70000.0,Not Verified,2 years,RENT,12.42,5000.0,debt_consolidation, 36 months,B
279,Fully Paid,70000.0,Source Verified,4 years,RENT,15.96,8000.0,credit_card, 36 months,C
280,Fully Paid,80000.0,Not Verified,9 years,MORTGAGE,6.03,10000.0,debt_consolidation, 36 months,A
281,Fully Paid,50000.0,Verified,5 years,RENT,7.51,10000.0,debt_consolidation, 36 months,A
282,Fully Paid,35000.0,Verified,10+ years,MORTGAGE,12.42,12000.0,debt_consolidation, 36 months,B
283,Fully Paid,65000.0,Verified,3 years,MORTGAGE,7.9,23200.0,debt_consolidation, 36 months,A
284,Fully Paid,84000.0,Verified,1 year,MORTGAGE,15.27,18000.0,credit_card, 60 months,C
285,Fully Paid,75000.0,Not Verified,10+ years,MORTGAGE,15.27,4800.0,debt_consolidation, 36 months,C
286,Fully Paid,35000.0,Not Verified,6 years,RENT,11.71,7300.0,debt_consolidation, 36 months,B
287,Fully Paid,40000.0,Source Verified,6 years,RENT,9.91,10400.0,debt_consolidation, 36 months,B
288,Fully Paid,100000.0,Not Verified,1 year,MORTGAGE,9.91,6600.0,house, 36 months,B
289,Fully Paid,40000.0,Not Verified,7 years,OWN,8.9,12000.0,debt_consolidation, 36 months,A
290,Fully Paid,52000.0,Verified,10+ years,RENT,17.27,13250.0,debt_consolidation, 36 months,D
291,Fully Paid,92500.0,Source Verified,3 years,RENT,11.71,12000.0,debt_consolidation, 36 months,B
292,Fully Paid,61000.0,Source Verified,9 years,RENT,9.91,25000.0,debt_consolidation, 36 months,B
293,Fully Paid,36000.0,Not Verified,10+ years,RENT,10.65,6000.0,other, 36 months,B
294,Fully Paid,68000.0,Not Verified,10+ years,MORTGAGE,7.51,12000.0,credit_card, 36 months,A
295,Fully Paid,80000.0,Not Verified,1 year,RENT,11.71,14400.0,credit_card, 36 months,B
296,Fully Paid,43000.0,Not Verified,10+ years,RENT,12.42,10000.0,credit_card, 36 months,B
297,Fully Paid,150000.0,Not Verified,1 year,RENT,11.71,8000.0,credit_card, 36 months,B
298,Charged Off,50000.0,Not Verified,5 years,RENT,16.29,8000.0,credit_card, 36 months,D
299,Charged Off,70000.0,Source Verified,3 years,RENT,12.42,30000.0,small_business, 60 months,B
300,Charged Off,40000.0,Not Verified,6 years,OWN,16.77,18000.0,home_improvement, 60 months,D
301,Fully Paid,35000.0,Not Verified,2 years,OWN,11.71,13250.0,credit_card, 36 months,B
302,Fully Paid,80000.0,Not Verified,6 years,RENT,14.27,14000.0,debt_consolidation, 36 months,C
303,Charged Off,59000.0,Verified,10+ years,OWN,20.3,20000.0,debt_consolidation, 60 months,E
304,Fully Paid,40000.0,Verified,10+ years,RENT,16.29,10000.0,credit_card, 36 months,D
305,Fully Paid,85000.0,Verified,5 years,RENT,20.3,35000.0,debt_consolidation, 60 months,E
306,Fully Paid,55000.0,Not Verified,1 year,RENT,6.03,4000.0,debt_consolidation, 36 months,A
307,Fully Paid,110000.0,Not Verified,6 years,RENT,9.91,13000.0,debt_consolidation, 36 months,B
308,Fully Paid,100000.0,Source Verified,5 years,RENT,12.69,28000.0,credit_card, 36 months,B
309,Fully Paid,62000.0,Not Verified,3 years,RENT,13.49,10000.0,debt_consolidation, 36 months,C
310,Fully Paid,45000.0,Verified,< 1 year,RENT,7.9,20000.0,debt_consolidation, 36 months,A
311,Fully Paid,110000.0,Verified,5 years,RENT,9.91,18000.0,debt_consolidation, 36 months,B
312,Charged Off,60000.0,Verified,3 years,RENT,19.91,9000.0,credit_card, 60 months,E
313,Charged Off,61500.0,Verified,10+ years,RENT,18.64,25000.0,debt_consolidation, 60 months,E
314,Fully Paid,33000.0,Not Verified,3 years,RENT,11.71,10000.0,other, 36 months,B
315,Fully Paid,61000.0,Not Verified,3 years,RENT,6.03,4200.0,credit_card, 36 months,A
316,Charged Off,78216.0,Verified,10+ years,OWN,15.27,20000.0,debt_consolidation, 60 months,C
317,Charged Off,62000.0,Verified,1 year,MORTGAGE,17.27,18000.0,debt_consolidation, 60 months,D
318,Fully Paid,50964.0,Verified,2 years,RENT,16.29,24000.0,debt_consolidation, 36 months,D
319,Fully Paid,43680.0,Not Verified,3 years,RENT,15.27,4475.0,credit_card, 36 months,C
320,Fully Paid,56000.0,Verified,2 years,MORTGAGE,14.65,20000.0,credit_card, 60 months,C
321,Fully Paid,50700.0,Source Verified,5 years,RENT,12.42,12000.0,credit_card, 36 months,B
322,Charged Off,30000.0,Source Verified,2 years,RENT,12.42,5000.0,debt_consolidation, 36 months,B
323,Fully Paid,50000.0,Not Verified,5 years,RENT,6.03,3000.0,other, 36 months,A
324,Fully Paid,75000.0,Verified,10+ years,RENT,19.03,25000.0,debt_consolidation, 60 months,E
325,Fully Paid,90000.0,Source Verified,3 years,RENT,19.03,18000.0,credit_card, 60 months,E
326,Charged Off,55000.0,Not Verified,10+ years,RENT,9.91,12000.0,debt_consolidation, 36 months,B
327,Fully Paid,50000.0,Verified,10+ years,MORTGAGE,15.27,20000.0,other, 36 months,C
328,Fully Paid,84000.0,Verified,3 years,RENT,13.49,10000.0,debt_consolidation, 36 months,C
329,Fully Paid,155000.0,Verified,6 years,OWN,12.42,15000.0,debt_consolidation, 36 months,B
330,Fully Paid,62000.0,Source Verified,< 1 year,MORTGAGE,7.9,12000.0,debt_consolidation, 36 months,A
331,Fully Paid,175000.0,Verified,2 years,MORTGAGE,10.65,20000.0,debt_consolidation, 60 months,B
332,Fully Paid,30000.0,Not Verified,2 years,RENT,11.71,6300.0,credit_card, 36 months,B
333,Fully Paid,50000.0,Verified,7 years,RENT,16.77,20000.0,credit_card, 60 months,D
334,Fully Paid,208000.0,Source Verified,8 years,MORTGAGE,17.27,35000.0,debt_consolidation, 60 months,D
335,Fully Paid,35004.0,Verified,2 years,MORTGAGE,15.96,8250.0,home_improvement, 60 months,C
336,Fully Paid,85000.0,Source Verified,7 years,OWN,12.69,20000.0,home_improvement, 60 months,B
337,Charged Off,32000.0,Not Verified,5 years,RENT,11.71,10000.0,credit_card, 36 months,B
338,Charged Off,116400.0,Verified,10+ years,MORTGAGE,8.9,24000.0,car, 36 months,A
339,Fully Paid,40000.0,Not Verified,9 years,MORTGAGE,12.69,14400.0,debt_consolidation, 36 months,B
340,Fully Paid,34000.0,Not Verified,7 years,RENT,14.65,6000.0,credit_card, 36 months,C
341,Fully Paid,73000.0,Verified,5 years,MORTGAGE,15.96,22000.0,debt_consolidation, 36 months,C
342,Charged Off,57200.0,Source Verified,10+ years,RENT,11.71,12000.0,debt_consolidation, 36 months,B
343,Fully Paid,114000.0,Source Verified,< 1 year,MORTGAGE,16.77,16000.0,debt_consolidation, 36 months,D
344,Fully Paid,90000.0,Not Verified,10+ years,MORTGAGE,10.65,10000.0,debt_consolidation, 36 months,B
345,Fully Paid,54000.0,Source Verified,8 years,MORTGAGE,19.03,16000.0,home_improvement, 60 months,E
346,Charged Off,35000.0,Source Verified,2 years,RENT,12.69,10000.0,debt_consolidation, 36 months,B
347,Fully Paid,56000.0,Not Verified,7 years,RENT,13.49,3500.0,debt_consolidation, 36 months,C
348,Fully Paid,35000.0,Not Verified,5 years,RENT,9.91,9600.0,debt_consolidation, 36 months,B
349,Fully Paid,40000.0,Source Verified,10+ years,MORTGAGE,7.9,9875.0,debt_consolidation, 36 months,A
350,Fully Paid,59000.0,Verified,2 years,OWN,17.58,21500.0,debt_consolidation, 60 months,D
351,Fully Paid,48000.0,Source Verified,6 years,RENT,7.9,4800.0,debt_consolidation, 36 months,A
352,Fully Paid,85000.0,Not Verified,10+ years,OWN,6.03,7800.0,major_purchase, 36 months,A
353,Fully Paid,70000.0,Verified,10+ years,MORTGAGE,14.27,20000.0,credit_card, 36 months,C
354,Charged Off,35000.0,Not Verified,4 years,RENT,7.51,9750.0,debt_consolidation, 36 months,A
355,Fully Paid,91000.0,Verified,6 years,MORTGAGE,15.96,18000.0,credit_card, 60 months,C
356,Fully Paid,30000.0,Not Verified,9 years,MORTGAGE,6.03,5000.0,other, 36 months,A
357,Fully Paid,45000.0,Source Verified,4 years,RENT,14.65,9000.0,debt_consolidation, 36 months,C
358,Fully Paid,55000.0,Not Verified,1 year,RENT,7.9,7200.0,debt_consolidation, 36 months,A
359,Charged Off,53004.0,Source Verified,3 years,RENT,19.03,3000.0,other, 60 months,E
360,Charged Off,60000.0,Verified,10+ years,RENT,19.42,25000.0,credit_card, 60 months,E
361,Fully Paid,82000.0,Verified,8 years,OWN,15.27,25000.0,debt_consolidation, 36 months,C
362,Fully Paid,53000.0,Verified,10+ years,RENT,15.96,10000.0,debt_consolidation, 36 months,C
363,Charged Off,35360.0,Verified,5 years,MORTGAGE,12.69,8875.0,debt_consolidation, 36 months,B
364,Fully Paid,54000.0,Verified,10+ years,RENT,11.71,15550.0,debt_consolidation, 36 months,B
365,Fully Paid,65000.0,Not Verified,8 years,RENT,15.27,17000.0,debt_consolidation, 60 months,C
366,Fully Paid,65000.0,Not Verified,5 years,RENT,12.69,7500.0,credit_card, 36 months,B
367,Fully Paid,28800.0,Not Verified,6 years,OWN,8.9,8875.0,debt_consolidation, 36 months,A
368,Fully Paid,42000.0,Not Verified,1 year,RENT,17.27,4500.0,credit_card, 36 months,D
369,Fully Paid,36000.0,Not Verified,3 years,RENT,12.42,5800.0,debt_consolidation, 36 months,B
370,Fully Paid,40000.0,Not Verified,2 years,RENT,11.71,10000.0,debt_consolidation, 36 months,B
371,Fully Paid,50000.0,Not Verified,4 years,RENT,9.91,10000.0,credit_card, 36 months,B
372,Fully Paid,52000.0,Not Verified,1 year,RENT,11.71,14000.0,credit_card, 36 months,B
373,Fully Paid,85000.0,Verified,3 years,MORTGAGE,19.03,25000.0,credit_card, 60 months,E
374,Charged Off,32000.0,Source Verified,3 years,RENT,8.9,12000.0,debt_consolidation, 36 months,A
375,Fully Paid,75000.0,Verified,6 years,OWN,7.9,24000.0,debt_consolidation, 36 months,A
376,Fully Paid,80000.0,Not Verified,< 1 year,RENT,14.27,14000.0,credit_card, 36 months,C
377,Fully Paid,40246.0,Verified,7 years,MORTGAGE,8.9,12000.0,credit_card, 36 months,A
378,Charged Off,30000.0,Verified,3 years,OWN,12.69,15000.0,debt_consolidation, 60 months,B
379,Charged Off,36000.0,Source Verified,1 year,RENT,12.69,8050.0,debt_consolidation, 36 months,B
380,Fully Paid,60000.0,Not Verified,6 years,RENT,10.65,5600.0,debt_consolidation, 36 months,B
381,Fully Paid,31200.0,Not Verified,3 years,RENT,9.91,7500.0,credit_card, 36 months,B
382,Fully Paid,90000.0,Verified,10+ years,RENT,11.71,7000.0,credit_card, 36 months,B
383,Fully Paid,40000.0,Not Verified,4 years,RENT,7.9,5400.0,debt_consolidation, 36 months,A
384,Fully Paid,90000.0,Verified,1 year,RENT,12.42,16000.0,credit_card, 36 months,B
385,Fully Paid,105000.0,Verified,9 years,MORTGAGE,12.42,35000.0,home_improvement, 60 months,B
386,Charged Off,30084.0,Verified,< 1 year,RENT,7.9,6000.0,debt_consolidation, 60 months,A
387,Fully Paid,36000.0,Not Verified,10+ years,MORTGAGE,12.69,4125.0,car, 60 months,B
388,Fully Paid,67000.0,Not Verified,4 years,RENT,16.29,9800.0,credit_card, 36 months,D
389,Fully Paid,63000.0,Source Verified,10+ years,MORTGAGE,18.25,15700.0,debt_consolidation, 60 months,D
390,Fully Paid,276000.0,Source Verified,1 year,RENT,6.62,5000.0,debt_consolidation, 36 months,A
391,Fully Paid,26400.0,Verified,6 years,RENT,11.71,9900.0,debt_consolidation, 36 months,B
392,Fully Paid,68400.0,Source Verified,3 years,MORTGAGE,11.71,15000.0,debt_consolidation, 36 months,B
393,Fully Paid,29120.0,Not Verified,1 year,RENT,15.96,6250.0,debt_consolidation, 36 months,C
394,Fully Paid,29120.0,Not Verified,< 1 year,RENT,16.29,6400.0,debt_consolidation, 36 months,D
395,Fully Paid,89122.0,Source Verified,10+ years,MORTGAGE,13.49,8850.0,major_purchase, 60 months,C
396,Fully Paid,54000.0,Not Verified,4 years,MORTGAGE,15.27,12000.0,debt_consolidation, 36 months,C
397,Fully Paid,30000.0,Verified,5 years,MORTGAGE,8.9,15000.0,debt_consolidation, 36 months,A
398,Fully Paid,30000.0,Not Verified,4 years,MORTGAGE,14.27,6500.0,credit_card, 36 months,C
399,Fully Paid,50000.0,Not Verified,10+ years,RENT,15.96,8000.0,credit_card, 36 months,C
400,Fully Paid,92000.0,Source Verified,6 years,MORTGAGE,21.28,30000.0,home_improvement, 60 months,F
401,Fully Paid,100500.0,Source Verified,10+ years,MORTGAGE,14.65,15000.0,credit_card, 36 months,C
402,Fully Paid,40000.0,Not Verified,3 years,RENT,14.27,10200.0,debt_consolidation, 36 months,C
403,Fully Paid,47000.0,Not Verified,5 years,MORTGAGE,12.42,9000.0,credit_card, 36 months,B
404,Fully Paid,68000.0,Not Verified,3 years,MORTGAGE,16.29,6500.0,debt_consolidation, 36 months,D
405,Fully Paid,95000.0,Verified,8 years,MORTGAGE,21.28,23000.0,debt_consolidation, 60 months,F
406,Fully Paid,39600.0,Not Verified,4 years,RENT,7.9,2000.0,credit_card, 36 months,A
407,Fully Paid,30000.0,Verified,3 years,OWN,13.49,8000.0,debt_consolidation, 36 months,C
408,Fully Paid,30000.0,Verified,1 year,RENT,7.51,8875.0,debt_consolidation, 36 months,A
409,Charged Off,17000.0,Source Verified,< 1 year,RENT,18.64,1500.0,other, 36 months,E
410,Fully Paid,42000.0,Not Verified,3 years,RENT,12.42,8000.0,debt_consolidation, 36 months,B
411,Charged Off,75000.0,Verified,10+ years,RENT,14.65,20000.0,debt_consolidation, 60 months,C
412,Fully Paid,42000.0,Not Verified,4 years,RENT,11.71,6500.0,credit_card, 36 months,B
413,Fully Paid,27000.0,Source Verified,3 years,MORTGAGE,13.49,9600.0,debt_consolidation, 36 months,C
414,Fully Paid,130000.0,Verified,10+ years,MORTGAGE,12.69,25975.0,debt_consolidation, 60 months,B
415,Fully Paid,46000.0,Not Verified,5 years,MORTGAGE,7.9,10000.0,home_improvement, 36 months,A
416,Fully Paid,80000.0,Verified,10+ years,MORTGAGE,12.42,15000.0,debt_consolidation, 36 months,B
417,Fully Paid,45000.0,Not Verified,3 years,MORTGAGE,6.62,9000.0,debt_consolidation, 36 months,A
418,Fully Paid,72500.0,Verified,2 years,RENT,7.9,10000.0,credit_card, 36 months,A
419,Fully Paid,30000.0,Source Verified,2 years,RENT,7.9,14000.0,debt_consolidation, 36 months,A
420,Charged Off,50000.0,Source Verified,9 years,RENT,14.27,8500.0,debt_consolidation, 36 months,C
421,Fully Paid,75000.0,Source Verified,9 years,RENT,19.03,15000.0,debt_consolidation, 60 months,E
422,Fully Paid,65000.0,Not Verified,5 years,MORTGAGE,15.96,4500.0,other, 36 months,C
423,Fully Paid,65000.0,Not Verified,10+ years,MORTGAGE,7.51,3000.0,major_purchase, 36 months,A
424,Fully Paid,120000.0,Source Verified,4 years,MORTGAGE,9.91,10000.0,home_improvement, 36 months,B
425,Fully Paid,42500.0,Verified,5 years,MORTGAGE,16.77,21250.0,debt_consolidation, 60 months,D
426,Charged Off,75000.0,Source Verified,2 years,MORTGAGE,13.49,33425.0,debt_consolidation, 60 months,C
427,Fully Paid,195000.0,Verified,8 years,RENT,19.42,35000.0,debt_consolidation, 60 months,E
428,Fully Paid,54990.0,Verified,4 years,RENT,15.27,7200.0,debt_consolidation, 36 months,C
429,Charged Off,40000.0,Source Verified,< 1 year,RENT,11.71,18000.0,debt_consolidation, 60 months,B
430,Fully Paid,137000.0,Source Verified,2 years,MORTGAGE,7.9,23000.0,debt_consolidation, 36 months,A
431,Charged Off,60000.0,Verified,10+ years,RENT,16.77,20000.0,debt_consolidation, 60 months,D
432,Fully Paid,30120.0,Not Verified,3 years,RENT,17.58,6000.0,debt_consolidation, 60 months,D
433,Fully Paid,46000.0,Verified,1 year,RENT,8.9,7000.0,credit_card, 36 months,A
434,Fully Paid,135000.0,Verified,8 years,MORTGAGE,12.69,21000.0,debt_consolidation, 36 months,B
435,Fully Paid,65000.0,Verified,10+ years,RENT,9.91,13000.0,credit_card, 36 months,B
436,Fully Paid,78000.0,Not Verified,2 years,MORTGAGE,6.62,18000.0,debt_consolidation, 36 months,A
437,Fully Paid,60000.0,Not Verified,5 years,MORTGAGE,6.03,7200.0,other, 36 months,A
438,Fully Paid,48000.0,Not Verified,10+ years,RENT,8.9,16500.0,credit_card, 36 months,A
439,Fully Paid,25000.0,Not Verified,< 1 year,RENT,7.9,8125.0,debt_consolidation, 36 months,A
440,Fully Paid,82000.0,Verified,3 years,MORTGAGE,7.51,18800.0,debt_consolidation, 36 months,A
441,Fully Paid,82000.0,Source Verified,10+ years,MORTGAGE,19.03,26800.0,credit_card, 36 months,E
442,Fully Paid,42000.0,Verified,5 years,MORTGAGE,7.9,19200.0,debt_consolidation, 36 months,A
443,Fully Paid,27600.0,Verified,3 years,RENT,17.58,12875.0,debt_consolidation, 60 months,D
444,Fully Paid,38000.0,Not Verified,5 years,MORTGAGE,12.42,4000.0,credit_card, 36 months,B
445,Fully Paid,35000.0,Not Verified,4 years,RENT,16.29,4000.0,debt_consolidation, 36 months,D
446,Fully Paid,33000.0,Not Verified,10+ years,OWN,9.91,12000.0,credit_card, 36 months,B
447,Fully Paid,52800.0,Not Verified,10+ years,MORTGAGE,11.71,2625.0,medical, 36 months,B
448,Fully Paid,40900.0,Verified,10+ years,MORTGAGE,13.49,18000.0,debt_consolidation, 60 months,C
449,Fully Paid,73882.0,Not Verified,10+ years,RENT,9.91,7000.0,debt_consolidation, 36 months,B
450,Fully Paid,36000.0,Not Verified,7 years,MORTGAGE,12.69,11300.0,credit_card, 36 months,B
451,Fully Paid,130000.0,Source Verified,10+ years,MORTGAGE,9.91,4000.0,debt_consolidation, 36 months,B
452,Fully Paid,57200.0,Not Verified,10+ years,MORTGAGE,6.03,8000.0,debt_consolidation, 36 months,A
453,Charged Off,51871.0,Verified,5 years,RENT,18.25,14400.0,debt_consolidation, 36 months,D
454,Fully Paid,15000.0,Verified,2 years,OWN,12.42,4375.0,debt_consolidation, 36 months,B
455,Fully Paid,70197.0,Not Verified,9 years,MORTGAGE,7.51,4100.0,credit_card, 36 months,A
456,Fully Paid,47000.0,Verified,7 years,RENT,8.9,6000.0,other, 36 months,A
457,Charged Off,43000.0,Source Verified,9 years,RENT,17.27,4200.0,debt_consolidation, 60 months,D
458,Fully Paid,120000.0,Source Verified,6 years,MORTGAGE,6.62,4000.0,home_improvement, 36 months,A
459,Charged Off,86004.0,Not Verified,10+ years,MORTGAGE,10.65,3000.0,other, 36 months,B
460,Fully Paid,75000.0,Not Verified,10+ years,MORTGAGE,12.69,5400.0,car, 36 months,B
461,Charged Off,110000.0,Verified,1 year,RENT,16.29,15000.0,small_business, 36 months,D
462,Fully Paid,80000.0,Source Verified,3 years,MORTGAGE,18.64,20000.0,debt_consolidation, 60 months,E
463,Fully Paid,44000.0,Source Verified,4 years,RENT,12.69,10400.0,credit_card, 36 months,B
464,Fully Paid,51600.0,Source Verified,7 years,MORTGAGE,17.58,4500.0,debt_consolidation, 60 months,D
465,Fully Paid,38500.0,Source Verified,< 1 year,RENT,12.42,11500.0,credit_card, 36 months,B
466,Fully Paid,75000.0,Verified,4 years,RENT,6.62,10000.0,home_improvement, 36 months,A
467,Fully Paid,37320.0,Verified,10+ years,MORTGAGE,13.49,18225.0,debt_consolidation, 60 months,C
468,Fully Paid,55000.0,Not Verified,10+ years,RENT,8.9,3600.0,debt_consolidation, 36 months,A
469,Fully Paid,100000.0,Verified,2 years,RENT,11.71,18500.0,major_purchase, 60 months,B
470,Fully Paid,70000.0,Verified,10+ years,MORTGAGE,18.25,16800.0,credit_card, 60 months,D
471,Charged Off,68000.0,Not Verified,8 years,RENT,17.27,10000.0,debt_consolidation, 36 months,D
472,Fully Paid,66000.0,Not Verified,10+ years,MORTGAGE,18.25,15000.0,debt_consolidation, 36 months,D
473,Fully Paid,85000.0,Source Verified,8 years,RENT,11.71,8000.0,major_purchase, 36 months,B
474,Fully Paid,83004.0,Verified,1 year,RENT,16.77,25000.0,debt_consolidation, 60 months,D
475,Charged Off,51000.0,Source Verified,1 year,RENT,7.9,16000.0,debt_consolidation, 36 months,A
476,Fully Paid,55000.0,Source Verified,2 years,RENT,10.65,8000.0,debt_consolidation, 36 months,B
477,Fully Paid,47000.0,Source Verified,10+ years,MORTGAGE,7.51,7200.0,debt_consolidation, 36 months,A
478,Fully Paid,86000.0,Source Verified,4 years,RENT,7.51,12000.0,debt_consolidation, 36 months,A
479,Charged Off,48000.0,Not Verified,10+ years,OWN,15.27,2200.0,debt_consolidation, 36 months,C
480,Fully Paid,49000.0,Verified,10+ years,RENT,12.69,20000.0,other, 60 months,B
481,Fully Paid,85000.0,Source Verified,4 years,MORTGAGE,12.42,28000.0,debt_consolidation, 60 months,B
482,Fully Paid,50000.0,Verified,2 years,MORTGAGE,7.51,6000.0,debt_consolidation, 36 months,A
483,Charged Off,105000.0,Verified,10+ years,RENT,19.42,25000.0,credit_card, 60 months,E
484,Charged Off,51204.0,Not Verified,1 year,RENT,8.9,8000.0,debt_consolidation, 60 months,A
485,Fully Paid,42996.0,Not Verified,2 years,RENT,15.27,14400.0,debt_consolidation, 36 months,C
486,Fully Paid,60000.0,Verified,5 years,RENT,19.03,20000.0,credit_card, 60 months,E
487,Fully Paid,85000.0,Verified,10+ years,MORTGAGE,14.27,25000.0,debt_consolidation, 60 months,C
488,Fully Paid,120000.0,Verified,3 years,MORTGAGE,8.9,14050.0,major_purchase, 36 months,A
