comentario;sentimiento;base
El tamaño de la pantalla es grande, el teclado está bien iluminado y la calidad de la cámara es excelente para un teléfono con cámara.;1;amazon
Realmente no hay nada malo que pueda decir sobre este auricular.;0;amazon
Me alegro de haber encontrado este producto en Amazon, es difícil de encontrar, no era caro.;1;amazon
Portatil y funciona.;1;amazon
Mi colega y yo ahora tenemos una gran acogida. Un poco caro, pero el rendimiento es excelente.;1;amazon
Incluso lo cargué por completo antes de irme a la cama y apagar el diente azul y el wi-fi y noté que solo le quedaba un 20% por la mañana.;0;amazon
También he tenido problemas con el teléfono que lee la tarjeta de memoria en la que siempre la enciendo y luego la apago de nuevo.;0;amazon
No es bueno cuando se usa un sombrero o gafas de sol.;0;amazon
Envío oportuno y producto de calidad.;1;amazon
Buen teclado sólido.;1;amazon
Muy bien hecho y se adapta perfectamente a mi Surefire GX2.;1;amazon
Teléfono horrible.;0;amazon
Batería BT50 basura.;0;amazon
Recomendaríamos estos a otros.;1;amazon
No puedo conseguir que el software funcione con mi computadora.;0;amazon
¡Decepcionado!.;0;amazon
Pobre claridad de voz.;0;amazon
La batería funciona muy bien!;1;amazon
Ningún comprador se arrepiente de esto!;0;amazon
Muy decepcionado en AccessoryOne.;0;amazon
Encuentro esto inexcusable y probablemente devolveré este teléfono y tal vez cambiemos de operador.;0;amazon
"Se ve genial y es fuerte "".";1;amazon
He tenido el servicio TMobile durante 2 o 3 años y estoy muy contento con él.;1;amazon
El procedimiento de actualización es difícil y engorroso.;0;amazon
Decepción .. Odio todo lo que va en mi oído.;0;amazon
Gran software para motorolas.;1;amazon
La entrega fue puntual.;1;amazon
Muy fácil de usar.;1;amazon
Incómodo en el oído, no lo use con LG VX9900 (EnV).;0;amazon
El interruptor de volumen salió disparado de la unidad a un destino desconocido.;0;amazon
Mantiene un cargo durante mucho tiempo, es razonablemente cómodo en condiciones de larga duración y la calidad del sonido es tremenda.;1;amazon
Me gustaría devolverlo.;0;amazon
El teclado realmente vale la pena por su utilidad y es lo suficientemente resistente. No espero ningún problema.;1;amazon
Las facturas de Verizon, sin embargo, son difíciles de entender a pesar de que sus planes de precios son simples.;0;amazon
Después de cargar durante la noche, estas baterías funcionan muy bien.;1;amazon
¡No te arrepentirás!;1;amazon
Me encanta este teléfono !.;1;amazon
Una decepción.;0;amazon
No es fácil de usar.;0;amazon
Desafortunadamente, la capacidad de saber realmente que está recibiendo una llamada es una característica bastante importante y este teléfono es lamentable a este respecto.;0;amazon
Luego cambié por el mismo teléfono, incluso eso tuvo el mismo problema.;0;amazon
Esto hace que el teléfono se atasque en el volumen máximo o en silencio.;0;amazon
Este PDA es genial.;1;amazon
Está súper cargado para usarlo como un pequeño ordenador portátil / cámara / teléfono móvil híbrido, y sobresale en esos roles.;1;amazon
Definitivamente recomendaría el Jabra BT250v para aquellos que buscan comodidad, claridad y un excelente precio.;1;amazon
Tuve Verizon hace 2 años y realmente me gustó su servicio.;1;amazon
Bonita pieza de chatarra.;0;amazon
El enchufe era del tamaño incorrecto.;0;amazon
Funciona como se describe.;1;amazon
Ahorre su dinero ... He tenido este artículo durante 11 meses ahora.;0;amazon
Mala compra;0;amazon
BIEN IM SATISFECHO.;1;amazon
La cancelación de ruido es sorprendente, lo cual es muy importante para un viajero de Nueva York.;1;amazon
Esta batería es una excelente ganga!;1;amazon
Mierda defectuosa.;0;amazon
No hubiera dado ninguna estrella si hubiera podido.;0;amazon
Llevo gafas y me queda bien con ellas.;1;amazon
La calidad de sonido del dispositivo es inaceptable. A menos que se encuentre en una zona realmente tranquila, casi no se oye nada.;0;amazon
No recomendaría este artículo a nadie.;0;amazon
La funda que llegó no coincide con la foto del anuncio.;0;amazon
Genial ... no hay problema en absoluto !.;1;amazon
Como se señaló en una revisión anterior, conecte este cargador y no pasa nada.;0;amazon
Este encanto de teléfono de rana es adorable y muy llamativo.;1;amazon
Nunca se sabe si lo presionó lo suficiente o el número correcto de veces para la función que desea o no.;0;amazon
El sonido es claro y las personas con las que hablo también están asombradas por la calidad.;1;amazon
Conseguí la funda de aluminio para mi nuevo Palm VX y funcionó muy bien, hasta ahora ha protegido perfectamente mi computadora de mano.;1;amazon
Muy buen producto, bien hecho.;1;amazon
Las herramientas del teléfono móvil son una necesidad.;1;amazon
Estoy muy impresionado con el trabajo que hizo Motorola en la robustez de este teléfono.;1;amazon
Recibí mis pedidos dentro del plazo de envío, todo estaba en buen estado de funcionamiento y, en general, estoy muy emocionado de tener esta fuente.;1;amazon
El teléfono es robusto e impermeable.;1;amazon
No estoy impresionado con esto y no recomendaría este artículo a nadie.;0;amazon
Mi única queja es que el volumen de sonido estándar es un poco bajo incluso cuando se sube a 5 (de 5);0;amazon
¡Gracias de nuevo a Amazon por tener las cosas que necesito a un buen precio!;1;amazon
Terminé deslizándolo en el borde de mis pantalones o bolsillos traseros.;1;amazon
Tuve que ir a una tienda y compré un nuevo teléfono NOKIA que está funcionando muy bien.;1;amazon
¡Funciona genial!.;1;amazon
REALMENTE FEO.;0;amazon
horrible, tuve que cambiar 3 veces.;0;amazon
El escudo de ruido es increible.;1;amazon
Ninguna mejora real.;0;amazon
Bateria Razr - Buena compra.;1;amazon
¡Sigan con el buen trabajo de Amazon!;1;amazon
Se niegan a reembolsar o reemplazar.;0;amazon
Desafortunadamente, es fácil activarlos accidentalmente con los botones de toque suave si accidentalmente toca el teléfono contra su cara mientras escucha.;0;amazon
Así que básicamente tiré mi dinero por la ventana para nada.;0;amazon
Gran caso y precio!;1;amazon
Todo lo que necesitó fue una gota de aproximadamente 6 pulgadas por encima del mostrador de la cocina y estaba agrietado. No estoy impresionado y no me estoy riendo.;0;amazon
El alcance de Bluetooth es bueno: hace unos días dejé mi teléfono en el maletero, recibí una llamada y mantuve la conversación sin ningún problema.;1;amazon
Pequeño, elegante, de aspecto impresionante, configuración práctica con amplio espacio de almacenamiento en su lugar.;1;amazon
Las orejeras canalizan el sonido directamente a su oído y parecen aumentar el volumen y la claridad del sonido.;1;amazon
Ninguno de los nuevos ha funcionado bien.;0;amazon
Me alegro de haberlo comprado.;1;amazon
He perdido numerosas llamadas por este motivo.;0;amazon
Quizás mi teléfono esté defectuoso, pero la gente no puede escucharme cuando uso esto.;0;amazon
No compre este producto.;0;amazon
Chupado, la mayoría de las cosas no funciona con mi teléfono.;0;amazon
Sin cambios, sin burbujas, sin pelar, ni siquiera un rasguño, ¡NADA! No podría estar más feliz con mi nuevo para el Droid.;1;amazon
El peor software que se haya usado ... Si pudiera darle a cero estrellas, lo haría.;0;amazon
Tratar de hacer una llamada a estos es un ejercicio de frustración.;0;amazon
El estuche es una pieza de plástico endeble y no tiene protección frontal ni lateral alguna.;0;amazon
Soy dueño de un Jabra Earset y estaba muy contento con él, pero la calidad del sonido, especialmente la saliente, es mejor.;1;amazon
Me encanta la cámara, es de muy buena calidad.;1;amazon
Gracias por tan gran servicio.;1;amazon
Es un paquete total.;1;amazon
El vendedor es muy comprensivo y paciente, definitivamente les compraría nuevamente.;1;amazon
"Doy Wirefly 1 estrella. Me pondré en contacto con Cingular / AT & T	 E infórmales de esta práctica.";0;amazon
¡Está AGRAVANDO!;0;amazon
Gran producto por el precio !.;1;amazon
Los he comprado para familiares y amigos, y todos disfrutan de su claridad y facilidad de uso.;1;amazon
¡Virgin Wireless mola y este pequeño teléfono barato!;1;amazon
Nada de eso funciona, simplemente no lo compre.;0;amazon
Fangoso, sonido de baja calidad, y la carcasa alrededor del inserto del cable estaba mal pegada y se deslizó.;0;amazon
Por favor, no pierdas tu dinero.;0;amazon
Con todo, estoy bastante satisfecho con esta compra.;1;amazon
Si está buscando un Motorola Headset de buena calidad, siga buscando, no es así.;0;amazon
Sin embargo, Plantronincs continúa utilizando el mismo diseño de cargador defectuoso.;0;amazon
Resultados decepcionantes.;0;amazon
Diseño engorroso.;0;amazon
Genial, fue un nuevo paquete, funciona bien, no hay problemas y llegó en menos tiempo de lo que esperaba !!!!;1;amazon
Buen producto.;1;amazon
¡Es una pieza de mierda!;0;amazon
Mi experiencia fue terrible ... Este fue mi cuarto auricular Bluetooth, y aunque fue mucho más cómodo que mi último Jabra (¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡;0;amazon
Esto soluciona todos los problemas.;1;amazon
Infinitamente peor.;0;amazon
Estoy muy feliz;1;amazon
No he tenido problemas para acceder a Internet, descargar tonos de timbre o realizar cualquiera de las funciones.;1;amazon
"Apenas puedo oírlo y constantemente digo ""¿qué?""";0;amazon
La duración de la batería es altamente inaceptable.;0;amazon
Esa compañía es una broma.;0;amazon
Hace todo lo que la descripción dice que haría.;1;amazon
Debido a que esto sucedía en cada llamada, me vi obligado a dejar de usar este auricular.;0;amazon
Funciona muy bien con un cargador de automóvil, especialmente si no puede enchufar dos adaptadores al mismo tiempo.;1;amazon
El soporte técnico de Verizon me guió a través de algunos procedimientos, ninguno de los cuales funcionó y terminé teniendo que hacer un restablecimiento completo, eliminando todos mis datos.;0;amazon
Calidad de voz, intensidad de la señal, llamadas caídas.;0;amazon
"Toca más fuerte que cualquier otro altavoz de este tamaño	 el precio es tan bajo que la mayoría pensaría que la calidad es deficiente, sin embargo, no lo es.";1;amazon
Mejor de lo esperado.;1;amazon
Se siente mal construido, los menús son difíciles de navegar y los botones están tan hundidos que es difícil presionarlos.;0;amazon
La batería está aguantando bien.;1;amazon
También es difícil de poner. Recomiendo evitar este producto.;0;amazon
Solo lo usé dos días, y no siempre fue fácil escuchar con eso.;0;amazon
Conseguí el cargador del auto y ni siquiera después de una semana el cargador se rompió ... Fui a enchufarlo y comenzó a fumar.;0;amazon
Sprint - servicio al cliente terrible.;0;amazon
Conectado a mi teléfono sin esfuerzo.;1;amazon
¡Son tan geniales!;1;amazon
Fácil de usar.;1;amazon
Mejor que nuevo.;1;amazon
Lo que me poseía para conseguir esta basura, no tengo idea ...;0;amazon
Pedazo de basura.;0;amazon
Un producto bastante bueno.;1;amazon
¡Este es un gran teléfono!.;1;amazon
Por el precio en Amazon, es un producto excelente, que recomiendo altamente.;1;amazon
Su división de Investigación y Desarrollo obviamente sabe lo que están haciendo.;1;amazon
El verdadero asesino es el volumen, y por supuesto se está rompiendo.;0;amazon
Esos teléfonos están funcionando bien ahora.;1;amazon
Estoy más que feliz con este producto.;1;amazon
Construcción pobre.;0;amazon
Esto es exasperante.;0;amazon
En general, recomendaría este teléfono sobre el nuevo Walkman.;1;amazon
Sprint cobra por este servicio.;0;amazon
Es barato, y se siente y se ve igual de barato.;0;amazon
Se ajusta bien a mi oreja y es cómodo.;1;amazon
No funciona en Europa o Asia.;0;amazon
el hecho de recortar esto en tu cinturón definitivamente te hará sentir como si estuvieses subiendo y bajando 50 centavos.;1;amazon
Me gusta el diseño y el aspecto de Jabra entre los auriculares y el 5020 es bastante cómodo de usar las 24 horas del día sin dolor en el oído.;1;amazon
Me sorprendió la rápida llegada de las dos baterías de teléfonos celulares LG originales y por una fracción del precio.;1;amazon
el peor teléfono de Samsung ... mierda ... este horrible Samsung E715 ... es el peor que he visto nunca.;0;amazon
el cargador funcionó durante aproximadamente una semana y luego dejó de cargar completamente mi teléfono.;0;amazon
Producto pobre.;0;amazon
Sin embargo necesitaba unas mejores instrucciones.;0;amazon
Necesita dos manos para operar la pantalla. Esta interfaz de software tiene una década de antigüedad y no puede competir con los nuevos diseños de software.;0;amazon
Funcionó muy bien emparejado con un Treo 700w y como un auricular de Skype en mi PC (usando un transceptor Bluetooth USB).;1;amazon
Manténgase alejado de este producto y vaya con los bolígrafos originales de reemplazo de Palm, que vienen en un paquete de tres.;0;amazon
NO COMPRAR NO COMPRAR SUCKS;0;amazon
Este es un gran producto ... seguro que late usando tus dedos !.;1;amazon
Además, en serio, no creo que valga la pena por su alto precio.;0;amazon
Todos los otros casos que he intentado normalmente se desintegran después de unos pocos meses, pero este parece estar en el largo plazo.;1;amazon
Muy decepcionante rendimiento.;0;amazon
No cometa el mismo error que yo y, por favor, no compre este teléfono.;0;amazon
