horas_estudio_dia,asistencia_pct,nota_previa,tareas_entregadas_pct,horas_sueno_dia,participacion_pct,ausencias_semestre,tutorias_mes,nota_final
1.49,82.81,4.42,88.52,5.74,49.65,1,3,4.71
1.01,67.13,2.95,92.72,5.12,52.46,10,4,3.62
2.65,93.39,4.09,97.82,6.49,37.30,10,2,4.57
3.47,80.45,2.46,74.80,6.25,54.20,10,2,3.75
1.84,65.17,4.12,74.52,5.60,64.05,6,1,4.01
4.68,93.55,4.55,96.43,6.22,41.90,7,4,5.00
4.17,57.52,3.67,84.52,7.39,94.63,10,1,4.24
1.20,86.69,3.95,63.63,6.93,77.66,3,4,4.41
4.85,86.70,3.29,52.57,6.40,54.71,5,1,4.28
3.72,81.13,2.85,82.78,6.11,38.51,10,0,4.02
2.02,82.89,2.73,83.43,8.63,59.68,7,4,4.04
5.44,67.27,2.29,70.68,8.42,42.72,2,0,4.00
4.76,93.75,3.57,65.42,8.27,76.80,6,3,4.72
4.55,85.18,2.87,65.20,7.60,41.79,7,2,4.12
2.42,55.16,4.02,73.84,5.47,54.03,2,0,4.14
3.57,58.38,4.22,79.95,8.46,95.46,2,2,4.73
4.27,89.11,2.83,82.89,7.19,55.04,10,4,4.43
2.10,83.99,4.71,78.28,7.47,86.74,1,4,5.00
2.20,90.71,3.70,95.16,5.46,80.17,4,2,4.63
1.66,99.39,3.42,93.17,7.49,57.67,4,2,4.62
4.81,57.49,2.98,62.11,6.38,71.12,9,4,3.96
3.60,76.46,3.80,69.88,6.11,85.94,2,1,4.52
4.40,60.40,3.42,91.45,7.42,58.98,8,4,4.41
3.72,65.63,2.32,67.54,8.99,61.93,7,3,3.81
3.85,92.27,3.29,57.98,7.79,85.51,2,0,4.35
4.84,71.39,2.67,51.76,6.79,90.36,5,3,4.24
4.01,63.76,3.59,52.64,5.25,81.35,0,3,4.32
5.19,79.50,3.73,54.03,7.50,92.31,6,1,4.72
5.15,77.01,3.55,74.31,8.57,54.37,1,2,4.89
2.29,90.45,2.07,64.61,8.55,51.07,1,1,3.70
4.44,55.99,2.39,70.67,7.02,94.90,9,2,3.98
3.69,96.62,3.02,90.85,6.02,68.79,8,0,4.85
1.43,99.02,4.70,59.45,8.14,55.70,2,3,4.90
3.43,94.16,4.75,59.96,6.43,44.88,10,3,4.81
4.82,81.86,3.18,89.27,6.09,85.19,8,0,4.45
2.47,58.78,4.05,80.96,6.53,73.54,4,3,4.25
4.77,96.41,3.49,62.78,7.27,36.04,3,1,4.88
5.12,63.58,2.29,83.49,6.73,41.73,8,2,4.02
4.37,58.65,3.68,78.91,6.12,77.84,6,2,4.33
3.39,85.17,2.39,81.25,5.77,73.43,8,1,4.28
3.39,89.89,3.75,91.77,6.58,71.76,7,0,4.78
3.94,89.11,4.21,95.84,7.44,65.96,2,1,5.00
0.98,66.31,3.47,73.73,8.66,45.41,6,1,3.78
5.13,57.41,2.96,52.63,6.66,58.87,0,3,4.23
3.68,87.34,4.40,84.10,5.65,49.10,0,0,4.90
2.55,72.72,2.32,75.88,5.95,90.38,0,2,4.18
3.62,80.90,4.70,89.31,6.76,59.40,2,1,5.00
4.68,96.11,4.10,87.93,5.19,41.41,10,1,5.00
2.10,80.47,3.40,96.21,8.56,49.02,5,3,4.30
1.32,78.45,3.22,74.28,8.79,56.32,6,3,3.85
5.30,97.22,2.36,56.39,6.68,83.23,1,2,4.65
1.42,74.45,3.64,98.29,6.22,65.66,2,4,4.20
4.01,91.47,4.08,61.99,7.12,39.62,9,3,4.72
2.53,68.40,4.59,54.15,5.04,46.36,7,4,4.10
3.51,88.09,2.57,91.04,6.81,90.38,2,0,4.41
3.73,85.39,2.13,88.04,6.05,93.79,5,1,4.02
1.87,99.99,2.63,50.05,6.21,54.49,4,4,3.67
2.88,88.31,3.03,57.17,8.15,93.64,0,0,4.22
1.27,78.63,3.10,58.98,6.81,92.84,1,3,3.88
3.73,81.74,4.48,94.71,5.60,78.40,5,0,5.00
1.80,98.94,4.62,69.45,6.53,68.42,2,3,5.00
1.63,74.61,3.70,59.24,6.74,69.19,9,1,3.87
2.59,83.81,2.35,99.87,5.18,62.42,1,2,3.82
4.81,63.81,4.05,60.63,5.19,71.16,3,3,4.72
4.93,79.28,2.11,55.83,7.80,92.88,7,4,4.22
4.25,58.85,3.87,86.75,8.86,85.75,3,2,4.53
1.16,60.32,3.40,56.49,5.17,76.83,1,1,3.81
3.29,64.48,3.23,62.40,5.34,92.97,8,1,3.97
1.80,77.61,2.31,65.05,8.03,36.46,2,3,3.36
5.16,56.74,2.84,53.88,6.96,77.24,10,3,3.91
2.76,78.50,4.55,95.71,7.47,66.18,5,2,4.80
3.00,97.11,3.90,60.99,6.27,85.89,3,2,4.84
3.13,87.30,3.66,96.74,7.57,65.63,10,3,4.82
1.14,71.81,3.81,61.10,8.83,38.70,4,3,3.99
2.87,78.75,2.12,76.64,8.40,50.67,7,0,3.65
5.50,91.14,3.38,95.31,8.13,84.73,9,3,5.00
5.37,72.59,4.04,70.58,5.25,87.29,8,1,4.85
2.77,73.90,2.15,96.73,6.68,59.13,8,1,3.86
0.55,75.32,2.61,69.05,7.68,59.75,1,3,3.45
3.17,85.37,3.51,50.33,8.01,92.43,8,0,4.13
5.29,73.57,2.43,76.87,7.50,78.01,8,1,4.15
3.10,56.39,2.89,56.19,6.43,46.41,9,4,3.51
2.87,94.30,3.90,64.53,6.82,44.25,4,4,4.52
5.18,80.13,2.63,69.50,5.28,45.53,0,4,4.24
2.43,91.65,4.47,94.77,6.02,58.65,3,4,5.00
5.12,77.94,4.53,95.86,5.39,51.68,5,1,5.00
1.95,69.97,2.26,69.94,6.81,96.75,5,0,3.71
3.64,83.28,4.62,79.19,7.08,83.39,0,2,5.00
5.48,85.63,3.01,99.55,8.32,71.86,2,0,5.00
2.07,72.21,3.39,59.08,6.07,39.64,3,4,4.21
3.66,88.63,3.31,60.57,7.00,79.94,0,3,4.71
0.64,91.61,4.37,61.70,5.85,79.73,1,2,4.48
1.97,75.24,2.03,52.66,6.80,59.43,7,3,3.28
5.00,99.21,2.78,60.78,7.87,59.45,5,4,4.58
4.18,83.58,3.46,98.52,8.18,88.06,4,3,4.96
2.28,80.05,3.97,94.33,7.59,35.86,10,4,4.50
5.46,80.66,3.74,91.41,6.24,47.84,0,0,5.00
4.35,79.82,4.15,74.21,7.99,64.63,10,2,4.66
0.58,96.56,4.11,83.34,7.10,96.72,1,3,4.67
5.48,58.51,2.93,79.93,5.13,69.80,7,4,4.28
2.04,87.41,3.10,53.43,7.02,83.62,3,1,4.02
1.96,69.79,3.61,95.45,7.35,48.01,1,2,4.43
0.64,97.96,3.03,77.53,7.00,48.14,9,0,3.75
1.39,74.69,2.15,67.35,8.59,43.60,1,1,3.40
4.41,56.85,4.29,69.86,8.92,60.10,8,1,4.56
4.65,60.36,3.22,96.98,7.13,70.25,10,1,4.37
0.85,99.69,4.75,62.43,5.19,65.61,7,3,4.58
4.11,78.64,3.24,65.70,5.24,57.28,9,1,4.11
3.97,92.32,2.37,69.74,5.13,47.47,8,1,4.08
2.22,94.06,4.25,75.30,6.05,73.14,2,3,4.82
1.43,97.42,4.47,83.37,5.75,37.63,3,0,4.76
4.77,99.64,2.43,55.08,5.43,46.29,1,2,4.26
4.93,84.35,4.05,79.63,8.11,74.00,6,3,4.99
4.15,66.98,2.82,56.49,5.03,58.00,3,2,3.81
1.20,97.86,4.34,61.79,6.30,79.50,7,3,4.62
2.57,76.26,3.78,70.56,6.59,51.72,7,1,4.21
2.95,94.40,3.39,78.03,8.91,77.82,7,0,4.56
3.59,96.21,4.60,78.00,7.62,44.94,7,3,5.00
0.51,68.72,3.13,90.89,5.97,99.28,9,1,3.82
1.73,88.15,2.45,79.50,7.39,40.38,1,2,4.01
1.10,61.36,4.36,64.50,6.70,84.21,3,2,3.99
2.59,55.96,3.99,93.57,7.29,72.00,10,0,4.04
3.62,75.71,2.88,74.65,8.19,72.80,6,3,4.21
2.77,85.41,4.24,51.28,7.78,79.54,5,0,4.73
0.52,88.85,3.78,85.06,7.51,96.40,6,1,4.16
0.67,94.21,3.19,65.10,6.30,58.96,3,0,4.07
3.94,70.26,2.94,82.35,8.76,98.04,9,4,4.49
3.52,67.78,4.60,64.01,8.43,58.88,3,3,4.89
4.49,94.76,3.31,72.27,6.56,95.37,8,0,5.00
2.86,76.80,4.07,66.62,8.76,67.40,5,3,4.67
1.72,89.15,2.64,83.21,6.47,67.90,8,3,3.83
4.85,74.96,2.98,99.53,6.13,63.82,8,0,4.75
4.67,71.95,3.48,65.37,6.17,97.73,5,4,4.36
3.24,98.49,2.54,52.30,6.11,54.70,6,3,4.08
2.24,61.40,2.43,71.30,6.89,72.81,8,4,3.52
3.50,99.08,4.04,57.17,6.86,81.34,9,3,4.86
1.41,60.23,4.52,51.99,7.02,97.44,4,2,4.30
4.11,68.63,2.58,56.09,6.33,54.20,6,4,3.93
5.36,65.52,4.76,88.10,7.13,82.52,5,4,5.00
2.47,79.89,4.56,77.49,6.32,70.03,9,3,4.73
0.88,59.64,4.11,68.62,5.68,42.50,4,0,3.93
1.76,79.40,4.58,66.62,7.63,79.82,5,3,4.38
2.10,77.37,3.21,92.66,8.10,79.91,9,3,4.26
1.97,77.11,4.68,89.46,8.64,85.04,2,3,5.00
3.32,99.90,2.85,79.02,8.61,46.04,2,0,4.55
2.34,78.73,4.45,97.20,8.34,79.81,0,4,5.00
1.68,90.05,4.16,80.18,7.31,65.77,0,2,4.84
4.20,73.95,4.06,94.14,6.08,48.95,1,0,4.78
3.58,68.32,4.18,86.99,5.64,82.83,5,1,4.86
0.63,97.28,3.59,65.70,7.11,45.82,6,2,4.13
3.34,56.42,4.73,59.11,5.92,94.65,3,1,4.62
1.37,59.83,2.00,92.67,5.87,49.22,9,3,3.24
2.94,98.26,4.79,74.16,8.02,81.60,3,4,5.00
0.66,72.24,4.48,91.92,7.87,80.50,5,4,4.56
3.63,86.68,2.48,95.53,6.17,38.95,5,1,4.23
5.16,85.17,2.33,75.28,5.06,68.33,0,1,4.31
1.82,85.05,2.91,76.29,6.02,86.06,6,3,3.88
3.55,93.94,3.56,93.97,7.34,86.03,8,1,4.65
2.26,67.57,2.92,64.53,5.82,80.14,9,3,3.56
3.50,57.29,4.78,70.77,5.12,75.44,6,0,4.49
3.10,55.73,4.63,60.59,8.87,55.04,5,0,4.25
2.88,91.05,4.52,68.95,7.83,79.24,1,2,4.88
2.76,64.70,3.51,82.49,8.86,64.80,6,0,4.23
2.11,95.09,3.97,58.62,7.90,48.45,1,2,4.88
3.98,89.12,3.05,73.44,8.55,37.63,6,4,4.62
2.38,95.47,3.98,75.24,7.76,41.77,1,0,4.40
3.57,67.63,4.16,82.44,8.99,62.90,0,3,4.65
5.15,72.29,2.05,77.96,5.46,75.32,2,3,4.07
4.34,88.74,2.80,78.77,7.76,70.89,9,1,4.47
1.97,82.47,4.16,74.74,7.52,54.62,4,3,4.44
1.11,91.34,2.53,60.37,8.99,80.46,7,1,3.60
5.32,85.88,4.57,73.64,8.11,53.05,10,3,5.00
3.68,58.61,3.20,57.78,6.88,69.48,5,2,3.97
3.48,83.35,2.34,80.44,6.71,95.90,5,1,4.19
5.42,56.94,2.57,93.96,8.88,35.39,7,3,4.02
0.75,66.33,2.88,87.90,7.22,75.18,2,2,3.80
5.49,75.96,2.10,54.24,8.37,47.52,8,3,3.96
2.97,67.62,4.49,90.04,8.84,68.74,2,2,4.95
0.54,58.82,2.84,68.65,5.32,41.69,10,2,2.78
4.63,79.76,3.18,71.89,8.73,60.37,5,0,4.67
4.85,62.64,2.96,73.81,6.64,71.06,5,0,4.25
2.04,83.92,2.48,55.45,6.14,48.88,9,1,3.42
4.48,78.29,2.13,84.32,7.66,98.96,9,1,4.37
4.66,66.65,2.53,82.89,8.97,87.97,7,1,4.34
5.10,96.14,4.38,98.99,6.31,61.02,0,4,5.00
1.55,69.93,4.27,67.79,6.84,58.16,2,3,4.09
3.99,70.96,4.54,61.84,8.24,88.53,0,1,5.00
2.20,95.97,4.53,56.84,6.99,84.49,5,0,4.62
3.59,75.15,4.15,58.86,5.05,88.17,8,2,4.56
1.38,74.26,4.19,67.07,5.09,54.80,5,1,4.19
4.39,59.66,3.75,73.44,7.04,72.59,7,3,4.46
3.96,79.92,3.99,82.06,5.20,41.87,1,1,4.66
3.43,62.19,3.47,50.67,9.00,84.54,8,4,4.35
4.35,70.12,2.84,87.42,8.01,53.44,3,4,4.43
1.64,85.54,2.75,53.31,8.92,52.02,5,1,3.53
2.35,65.62,4.74,76.16,5.49,83.36,6,2,4.69
2.15,55.06,3.96,91.44,8.47,68.14,1,4,4.23
1.47,79.78,2.51,73.88,7.70,43.52,9,3,3.54
0.66,68.24,2.92,85.91,5.69,38.45,8,2,3.48
5.35,62.40,2.35,70.98,7.65,78.91,8,4,4.26
4.93,91.01,3.18,63.89,7.60,38.37,6,1,4.53
1.71,69.52,2.39,66.69,5.59,65.97,1,3,3.75
4.40,70.10,4.29,77.58,5.91,36.79,9,3,4.62
5.29,90.56,4.57,55.97,7.65,55.04,4,2,5.00
1.19,75.27,3.88,91.06,5.18,94.12,5,4,4.40
1.31,98.50,3.37,78.41,6.96,81.29,3,3,4.40
0.51,62.51,4.76,63.93,5.50,66.83,8,2,4.36
1.36,92.39,3.25,96.14,5.74,57.81,5,1,4.38
5.09,77.18,2.19,60.97,5.57,69.47,6,3,4.19
1.54,65.98,3.06,84.00,8.02,66.05,0,4,3.64
4.20,81.64,3.50,77.60,6.57,96.90,4,4,4.80
1.08,70.02,3.04,52.43,7.12,49.54,2,4,3.45
2.34,79.49,4.43,94.37,6.74,80.69,3,3,4.62
1.96,77.05,3.54,97.32,5.34,40.91,5,0,4.18
2.14,88.51,3.42,71.25,8.27,77.33,6,3,4.43
3.89,70.94,3.81,70.26,5.62,39.84,0,4,4.51
2.45,73.00,3.55,74.12,6.10,99.42,3,0,4.29
2.34,90.08,3.43,83.96,5.92,36.98,5,1,4.41
2.80,57.09,3.20,98.28,6.47,86.92,3,2,4.25
1.61,73.22,4.48,51.34,8.59,58.12,10,3,4.36
0.94,92.41,3.48,88.69,5.21,68.32,10,0,4.07
1.50,58.14,2.38,72.70,8.81,39.15,10,3,3.23
0.60,81.71,2.81,99.49,7.64,56.21,7,2,3.87
3.27,64.96,3.61,55.78,5.11,48.23,6,1,4.03
4.26,88.53,4.12,68.42,6.48,35.79,9,4,4.59
4.83,74.77,2.21,94.81,8.92,87.71,7,1,4.34
2.61,60.03,3.55,97.77,8.93,41.33,8,1,3.99
4.48,77.27,2.99,91.15,6.04,46.28,5,4,4.70
1.17,93.23,4.16,78.07,5.62,45.74,10,2,4.19
3.60,84.06,2.83,79.33,8.91,49.50,8,1,4.26
1.38,79.93,3.26,63.79,5.48,70.63,1,1,3.92
3.74,90.10,4.40,87.24,5.05,52.26,9,2,4.92
2.58,97.06,4.39,70.71,7.74,35.63,10,0,4.78
2.99,80.87,2.48,56.49,6.55,66.52,3,0,3.95
3.63,97.71,3.60,99.15,7.32,44.22,0,2,4.93
4.27,56.27,4.00,53.11,8.48,94.84,2,1,4.71
3.95,83.31,4.78,65.13,5.80,98.95,3,4,5.00
0.96,86.29,2.44,52.45,8.02,54.73,7,3,3.19
4.59,99.10,3.84,80.75,5.37,67.68,8,2,4.86
3.37,93.27,2.19,96.49,6.27,94.70,8,3,4.16
0.62,66.71,3.86,83.96,8.77,57.72,3,3,3.86
1.41,93.56,3.10,52.79,8.45,62.14,6,2,4.03
2.85,87.72,4.65,70.10,7.67,37.09,3,3,4.77
5.05,64.12,2.87,67.60,5.67,97.53,2,1,4.52
5.01,59.96,4.16,97.97,9.00,99.27,3,2,5.00
0.74,65.99,2.25,59.65,5.13,73.48,4,2,2.87
0.65,84.99,4.43,59.73,8.11,52.89,1,1,4.16
2.73,90.87,3.20,69.71,6.15,66.89,2,3,4.52
2.13,92.56,4.30,91.51,7.04,65.39,1,1,5.00
2.18,60.79,2.19,60.59,8.21,61.21,6,2,3.29
3.46,63.35,3.60,78.22,7.22,45.69,6,0,4.21
3.40,63.53,2.48,67.08,5.95,49.67,9,4,3.91
5.26,67.33,2.37,76.45,5.30,94.86,4,0,4.26
2.92,87.19,3.14,71.58,6.12,55.85,8,2,4.12
4.84,84.63,4.11,91.82,5.96,49.47,5,0,4.98
3.80,93.66,3.65,83.17,6.92,52.67,8,1,4.78
5.49,98.01,3.83,86.62,6.19,67.90,6,0,4.88
0.72,77.51,3.95,88.37,8.07,60.97,6,2,4.36
0.99,77.76,2.83,80.55,7.00,95.88,1,4,3.95
1.45,59.21,3.96,96.93,5.24,96.23,0,4,4.26
3.06,63.82,3.85,53.56,7.74,96.20,10,4,4.21
4.22,71.36,2.96,57.40,8.27,72.02,0,4,4.27
2.47,87.96,2.58,73.67,6.50,40.70,10,0,3.60
2.68,64.02,3.35,79.24,8.82,69.03,10,4,4.11
1.07,78.28,3.20,89.12,7.69,87.91,3,4,4.45
2.11,71.43,3.74,68.59,7.17,76.52,4,1,4.20
0.84,87.75,4.51,85.48,5.55,78.78,6,4,4.65
0.63,69.50,2.57,83.30,7.18,35.40,6,0,3.37
0.78,74.08,3.59,93.48,7.13,51.19,6,3,4.12
1.12,82.32,3.23,77.97,5.71,77.89,0,2,4.07
2.98,55.91,2.36,55.62,6.36,88.68,6,2,3.53
4.96,76.11,3.99,53.29,7.99,63.98,1,2,4.71
1.49,82.47,2.74,58.57,5.45,90.38,8,2,3.85
5.32,64.87,3.43,86.62,8.51,54.43,5,1,4.83
2.75,84.66,2.67,67.48,6.68,84.99,6,2,4.20
1.85,96.66,3.23,69.08,7.69,87.83,10,4,4.59
2.65,65.16,4.66,63.24,8.02,74.39,3,4,4.77
3.03,97.58,4.07,94.05,6.62,46.71,1,2,5.00
3.77,87.30,4.69,56.87,8.55,54.75,5,4,4.92
5.08,95.24,2.07,85.39,5.58,59.77,7,0,4.09
0.55,93.88,4.25,96.48,6.30,61.40,0,1,4.72
5.01,76.09,3.23,84.24,8.15,64.34,6,0,4.56
0.74,92.56,4.08,56.88,6.55,49.84,6,4,4.31
1.46,73.24,4.51,51.24,6.96,86.11,9,4,4.42
5.48,58.15,3.43,65.29,6.58,79.11,3,4,4.42
2.13,80.78,3.68,69.42,5.06,96.67,10,1,4.30
5.17,65.02,3.32,96.63,8.23,92.11,1,3,4.79
3.34,69.95,4.12,77.91,5.34,43.82,2,3,4.60
0.96,99.59,4.64,69.98,8.82,37.87,4,4,4.87
4.69,82.84,3.19,94.26,8.10,42.78,1,4,4.86
2.18,56.71,3.65,59.38,5.01,50.18,3,2,3.57
3.26,66.06,3.44,93.91,8.63,78.25,6,3,4.62
4.66,67.53,2.27,85.36,8.61,89.87,9,2,4.11
1.51,63.80,2.57,81.10,7.29,80.13,3,2,3.54
1.59,98.02,3.81,52.28,8.29,99.17,0,2,4.37
3.44,89.52,2.18,94.64,5.28,71.81,0,3,4.18
1.97,62.63,4.09,57.24,7.45,77.21,1,0,3.98
3.11,70.81,4.21,78.61,6.31,67.03,7,1,4.73
2.98,82.03,4.48,94.71,7.99,97.10,10,1,5.00
3.02,96.82,2.61,77.25,5.45,99.52,7,1,4.38
0.60,58.51,4.04,89.76,5.86,96.77,1,4,4.32
0.59,56.41,2.52,71.11,5.84,63.47,8,3,3.29
0.92,77.08,2.51,51.56,8.04,37.16,9,1,3.07
4.54,96.59,2.13,86.07,6.14,96.66,6,4,4.68
1.16,70.36,3.90,68.35,7.14,89.01,6,3,4.04
0.69,56.53,4.06,71.00,7.86,51.54,0,2,3.95
3.10,62.30,3.40,90.26,8.32,76.67,2,2,4.39
5.36,67.77,2.85,74.31,7.93,40.38,10,2,4.30
2.67,60.61,4.71,57.05,8.59,98.84,5,4,4.69
2.67,55.14,3.04,74.23,7.15,89.44,7,3,4.16
1.47,72.04,3.47,59.31,5.50,55.15,6,4,3.89
2.55,55.06,4.44,77.08,6.57,97.32,2,2,4.36
1.03,56.28,4.76,54.07,5.34,84.02,2,0,3.94
4.42,81.48,3.42,85.22,7.23,97.33,1,1,4.93
3.40,86.77,3.21,63.14,7.09,41.71,7,4,4.42
1.50,85.25,3.81,97.92,8.18,94.40,2,4,4.66
2.06,96.60,4.15,51.84,6.85,43.03,6,0,4.46
3.35,57.99,3.67,60.45,5.65,45.48,6,3,4.03
2.78,57.21,2.76,54.63,7.92,56.88,9,3,3.83
3.18,86.85,3.40,92.83,5.44,50.58,8,1,4.54
0.54,81.11,3.53,51.67,8.90,82.81,5,3,3.78
2.48,84.27,2.29,82.58,5.70,95.06,4,0,3.70
3.13,83.17,2.26,71.85,8.33,53.83,8,3,3.77
1.97,88.05,2.02,53.29,6.14,87.53,10,0,3.53
1.92,61.52,4.37,70.49,7.65,49.34,5,4,4.29
3.78,78.46,2.53,78.24,6.09,65.42,1,2,4.01
2.85,88.25,4.67,52.24,8.17,99.53,5,0,4.96
2.07,74.28,3.01,52.46,8.59,81.21,0,3,4.05
3.83,92.18,4.24,84.02,6.49,68.06,6,0,5.00
5.34,79.79,3.54,57.13,8.93,66.92,4,3,4.66
1.81,68.69,3.08,93.28,8.33,89.09,5,1,4.26
3.43,57.23,4.35,59.95,6.76,79.98,2,2,4.31
1.10,63.50,4.64,65.18,6.58,51.91,5,1,4.10
5.07,69.18,2.17,70.65,8.22,57.99,1,0,3.97
3.96,83.70,4.15,61.26,7.60,48.59,1,3,4.58
3.21,58.39,4.75,52.00,7.22,68.93,8,1,4.28
0.82,65.16,2.83,51.58,6.49,76.68,3,2,3.26
2.56,91.18,4.69,83.38,7.02,97.25,10,1,4.93
2.60,55.71,4.14,58.31,7.17,38.18,7,2,3.91
0.59,99.84,4.05,89.13,6.36,41.43,2,0,4.40
5.13,73.25,2.94,95.41,7.47,89.66,9,4,4.66
2.17,64.17,3.29,76.74,8.08,90.83,10,2,3.99
3.95,94.29,3.96,79.36,7.95,94.91,7,0,5.00
4.88,95.93,4.49,84.96,8.30,40.68,2,2,5.00
4.49,66.90,2.76,52.61,6.52,91.11,7,3,4.03
1.79,61.77,2.08,68.51,7.28,38.07,0,2,3.36
3.79,76.67,2.53,71.60,5.71,57.72,5,4,4.11
4.53,57.48,4.64,72.91,6.17,80.13,4,1,4.99
0.60,80.52,2.11,75.90,7.02,57.69,10,4,3.29
3.91,91.76,2.29,96.05,5.05,51.13,5,2,3.87
3.64,76.05,4.59,58.00,8.96,39.67,7,4,4.67
1.23,81.02,3.88,89.92,5.62,52.16,7,4,4.32
4.56,94.73,2.67,79.28,7.92,63.67,0,3,4.78
4.71,80.13,4.47,79.81,6.12,92.27,3,4,5.00
4.15,64.98,2.46,63.88,8.69,38.39,0,2,4.14
1.88,96.51,2.49,74.43,7.82,60.89,0,4,4.23
0.75,81.17,2.91,80.98,6.83,37.11,4,1,3.88
4.71,89.00,4.66,97.19,5.38,38.00,0,3,5.00
2.26,63.85,2.07,91.42,8.17,62.72,8,2,3.61
5.49,82.89,4.07,92.49,7.58,53.20,5,0,5.00
5.45,71.51,2.14,92.38,8.39,91.26,8,3,4.35
3.31,90.20,3.96,92.33,7.63,56.61,9,4,4.94
1.67,78.42,3.37,67.18,8.58,81.60,9,3,4.10
1.29,79.23,3.60,71.92,7.55,46.97,1,2,4.32
1.92,71.32,4.23,75.45,8.28,57.55,7,2,4.28
5.10,76.89,4.66,52.75,5.18,47.42,1,0,4.78
5.37,98.62,4.35,87.88,5.18,55.80,9,0,5.00
2.79,55.40,3.37,81.42,5.62,65.53,4,0,3.90
1.35,65.17,4.75,91.68,8.49,89.39,1,3,4.66
5.10,66.95,2.66,63.17,8.57,45.02,10,3,4.02
5.18,85.18,3.89,51.17,8.11,62.79,10,0,4.83
2.61,91.60,2.95,69.38,5.35,56.77,6,2,4.07
4.94,63.92,3.10,79.28,8.96,99.93,4,0,4.63
2.60,89.15,2.37,50.38,6.46,60.68,9,1,3.90
3.67,55.88,4.47,97.98,7.37,60.93,5,2,4.76
2.99,91.15,2.03,77.29,5.67,59.65,9,4,3.95
4.35,76.48,3.60,71.09,5.21,50.06,10,1,4.19
4.97,77.45,2.49,97.19,8.18,97.65,4,0,4.64
1.33,97.59,2.74,55.25,5.05,66.06,10,3,3.78
1.51,74.10,3.27,95.22,5.50,77.65,0,0,4.59
1.40,80.71,3.27,94.94,5.13,45.88,3,1,3.95
4.52,76.45,2.67,84.58,6.11,53.40,1,4,4.28
1.95,90.57,3.58,53.02,7.25,66.82,3,3,4.33
1.84,71.76,4.79,87.88,8.98,86.92,1,4,4.99
2.02,60.59,4.22,73.61,7.74,61.14,4,2,4.28
5.21,58.10,3.84,89.28,6.49,92.59,2,0,4.93
1.84,70.16,3.07,76.35,8.68,49.06,2,2,3.90
3.88,87.83,2.21,65.34,7.06,41.09,8,3,3.86
5.44,86.89,2.62,51.59,8.43,42.66,8,1,4.38
0.97,88.82,4.12,71.86,6.13,66.24,3,3,4.27
2.21,69.96,3.39,64.23,6.11,76.67,5,3,4.04
3.88,63.42,3.46,90.97,8.97,63.64,3,2,4.74
5.41,95.99,3.58,75.49,8.08,78.94,0,4,5.00
2.84,55.66,4.31,93.40,6.98,70.00,1,1,4.62
2.04,73.25,3.30,98.42,6.42,52.47,7,1,3.94
4.30,58.70,3.72,66.47,5.71,91.70,1,0,4.64
3.45,89.36,2.89,57.85,6.68,56.97,1,0,4.35
4.79,74.08,3.79,84.34,6.42,67.20,5,0,4.63
4.98,72.54,2.95,94.32,5.03,53.55,3,1,4.56
5.44,55.84,4.41,84.87,8.38,53.25,7,1,4.76
4.49,56.94,3.40,59.95,8.64,54.18,4,1,4.04
4.66,83.87,4.64,79.12,5.31,66.10,0,4,5.00
3.14,88.90,2.10,95.28,5.96,61.69,2,4,4.30
2.40,67.95,3.58,65.38,7.06,40.47,6,4,4.09
1.03,76.53,4.73,80.88,7.96,36.79,9,1,4.47
0.71,86.01,2.76,89.58,6.37,47.69,3,4,3.90
2.57,99.41,4.08,98.95,5.85,92.99,4,1,5.00
4.87,71.00,4.15,76.02,6.92,95.24,1,4,4.90
3.82,72.97,3.82,88.39,5.90,79.80,5,0,4.71
4.53,79.25,3.91,67.59,6.69,55.28,0,2,4.91
1.53,71.08,3.94,81.73,6.39,85.48,3,0,4.53
3.42,65.84,3.99,69.60,6.57,49.55,10,3,4.08
5.49,97.68,4.79,82.14,5.65,62.92,8,1,5.00
2.66,87.42,2.25,98.38,6.45,41.03,6,3,4.20
5.30,69.32,3.92,60.69,6.89,81.59,6,1,4.76
5.33,97.11,3.04,69.88,7.49,72.10,8,2,4.74
2.60,79.08,2.38,64.97,7.44,53.29,6,3,3.83
2.49,79.47,3.18,59.50,6.79,44.93,10,1,3.92
1.44,90.56,2.85,66.11,5.18,50.68,2,4,4.01
1.31,84.55,3.98,92.85,7.18,38.40,5,0,4.45
4.76,77.44,3.18,73.52,8.59,59.86,3,1,4.52
1.74,62.86,4.00,53.00,6.26,76.55,3,0,4.08
0.61,65.49,3.22,63.59,6.60,48.12,9,1,3.40
3.38,60.10,3.07,76.92,6.31,57.80,7,2,3.83
5.50,77.46,4.75,53.80,5.35,85.78,4,0,5.00
1.75,99.03,2.08,91.57,8.30,59.03,6,3,4.03
4.62,78.42,2.58,89.36,6.54,97.71,1,4,4.85
3.38,83.64,4.50,81.01,7.92,89.24,7,4,5.00
4.64,95.37,3.85,54.77,8.14,38.52,2,2,4.90
4.27,90.37,4.37,52.36,7.96,50.82,10,4,4.68
1.18,99.34,3.82,78.51,8.17,43.10,0,4,4.42
4.57,74.20,2.59,75.51,6.02,36.92,5,4,4.12
0.55,66.00,3.47,87.50,8.82,88.19,2,2,4.01
4.87,96.71,3.64,75.89,7.25,51.95,2,4,4.91
1.78,56.03,4.09,63.65,8.56,52.67,4,1,3.91
