habitantes,area_m2,neveras,lavadoras,televisores,computadores,horas_aire_dia,horas_iluminacion_dia,consumo_mensual_kwh
6,82.94,1,1,4,1,0.00,5.86,236.12
1,58.29,2,0,0,0,0.00,7.99,142.39
2,63.78,1,0,1,3,0.00,8.90,178.31
3,67.26,1,0,2,0,1.10,3.54,170.72
1,55.92,2,0,0,2,0.00,3.98,145.90
2,47.93,1,0,2,0,0.00,8.17,76.58
2,38.24,2,1,0,3,0.00,7.30,164.07
4,105.90,2,1,4,2,0.00,8.14,261.36
3,72.67,2,0,3,2,0.00,4.91,174.10
2,45.68,1,1,2,0,0.00,7.96,140.76
2,90.64,1,2,1,0,0.00,5.76,135.15
3,52.50,1,0,4,0,3.51,2.28,250.20
2,83.31,1,0,4,0,0.00,3.56,117.74
3,78.38,2,1,0,2,0.00,7.15,197.76
6,114.87,1,0,3,2,0.00,6.11,204.09
4,95.27,1,1,2,1,0.00,2.32,149.11
6,112.87,2,0,1,3,0.00,2.72,236.94
5,86.53,2,0,3,3,0.00,6.96,249.55
5,117.28,2,2,1,1,5.19,3.57,355.22
3,70.20,2,0,4,4,0.00,4.15,210.87
3,93.36,1,1,4,0,0.00,3.00,154.22
3,55.72,1,1,1,1,5.29,4.23,297.62
1,98.59,2,2,0,2,3.94,4.70,288.91
6,102.83,2,1,4,4,0.00,5.37,300.27
1,48.57,1,1,1,0,0.00,3.58,133.61
4,89.26,1,0,1,2,0.00,7.24,171.39
2,65.33,2,1,1,3,0.00,2.62,173.39
1,30.00,2,2,0,4,0.00,2.54,163.18
5,86.94,2,0,2,2,0.00,5.93,218.40
2,60.62,1,1,3,2,0.00,4.03,190.59
4,68.92,1,0,0,2,0.00,7.60,194.03
3,61.23,1,0,2,2,4.30,6.71,255.65
1,46.45,1,0,4,4,1.41,8.34,215.97
5,113.76,1,0,2,1,4.17,2.68,256.11
3,50.30,1,0,4,1,0.00,2.58,144.72
3,71.73,1,1,3,4,0.00,6.78,214.80
6,94.38,1,1,4,0,1.68,6.25,257.58
4,83.13,1,1,0,2,0.00,2.18,164.22
5,96.10,1,0,0,0,0.00,4.37,189.11
4,67.03,2,2,0,3,3.89,5.02,339.18
3,77.83,1,2,2,1,5.91,2.27,281.80
5,76.46,2,0,2,3,0.00,2.12,199.56
6,102.55,2,1,2,3,0.00,3.07,250.34
3,51.03,1,1,2,1,0.00,4.32,161.13
5,78.00,2,2,3,2,0.00,6.16,249.50
6,121.27,1,2,3,2,0.00,2.46,207.81
3,59.87,2,1,0,2,5.89,5.34,347.17
4,138.97,2,2,2,3,5.38,4.56,383.43
5,87.21,1,2,3,4,0.00,3.31,235.26
5,99.04,1,1,3,3,0.00,4.52,186.01
3,73.64,1,0,3,2,1.43,4.97,184.69
2,61.73,1,2,3,4,0.00,5.57,170.25
2,48.56,2,1,1,2,2.18,2.01,213.26
2,49.83,2,2,2,4,0.00,2.93,187.84
5,123.55,1,0,4,2,1.14,8.09,221.72
4,93.08,1,1,3,3,0.00,3.86,197.31
4,92.21,1,1,2,3,0.00,8.67,215.58
3,92.43,2,1,1,0,0.00,3.62,140.49
1,58.10,2,1,2,2,0.00,7.60,180.47
1,48.17,1,0,4,2,0.00,8.61,142.34
5,124.02,2,2,2,0,0.00,3.78,201.08
5,116.62,1,0,0,1,0.00,4.66,146.96
5,107.11,1,1,2,4,0.00,7.99,218.05
3,40.56,1,1,2,1,0.00,7.83,128.56
1,41.82,1,1,1,4,0.00,4.16,168.48
3,84.61,1,1,2,1,0.00,4.80,173.86
2,85.99,2,0,3,2,2.08,3.06,196.12
6,125.02,2,0,1,2,6.02,6.18,386.96
2,57.71,2,2,0,1,0.00,5.59,133.08
6,108.96,2,2,0,0,0.00,7.98,227.87
2,76.66,1,2,4,1,4.12,7.59,266.88
6,86.23,1,1,4,3,0.00,8.46,251.99
4,57.87,1,0,4,2,0.00,3.50,163.72
5,107.43,2,0,4,4,0.00,7.41,291.52
4,85.33,2,1,2,0,0.00,7.70,195.39
1,31.09,2,0,2,4,0.00,8.09,172.27
3,66.30,2,0,0,3,1.91,6.31,230.34
5,123.00,2,0,4,3,0.00,4.32,245.10
6,103.35,1,1,1,2,2.68,5.42,287.92
5,92.71,2,0,1,0,0.00,4.82,169.31
3,69.88,2,1,0,0,0.00,7.04,173.22
4,60.22,2,2,4,4,0.00,5.98,279.23
3,52.49,2,2,0,2,0.00,7.78,189.79
1,30.00,2,0,2,1,0.00,6.60,135.81
4,76.45,1,1,3,2,0.00,5.17,158.62
6,103.87,1,1,2,3,2.95,8.62,315.18
5,105.82,1,1,4,4,0.00,5.69,241.28
1,33.68,1,2,1,0,5.68,6.53,267.18
2,83.23,1,0,0,4,0.00,5.92,145.09
2,66.62,2,0,3,2,0.00,8.32,178.51
3,79.39,1,1,2,4,1.77,6.84,223.83
6,140.97,1,2,3,1,0.00,7.53,183.99
1,34.29,2,0,1,0,0.00,8.21,129.86
6,139.11,2,2,3,0,0.00,6.77,233.75
4,101.88,1,0,4,4,0.00,2.23,210.12
2,56.95,2,1,0,0,0.00,7.30,175.51
5,94.70,1,1,0,2,2.22,4.96,227.61
3,72.52,2,1,1,2,3.26,2.56,294.31
4,74.41,1,2,2,1,0.00,3.72,169.99
2,103.08,2,1,0,3,0.00,4.92,194.02
1,53.58,1,2,4,3,0.00,4.18,180.58
3,55.56,2,0,3,3,0.00,8.66,212.07
4,139.43,2,0,4,0,0.00,7.39,208.30
5,89.52,1,0,4,3,0.00,8.37,243.08
4,120.97,1,2,1,2,2.61,8.30,254.20
4,82.06,1,0,1,2,0.00,7.16,145.73
4,72.21,1,2,3,0,0.00,3.08,192.68
2,61.85,2,2,1,1,0.00,3.06,185.56
6,102.39,1,1,4,2,0.00,8.24,187.53
6,102.06,2,0,2,0,0.00,8.74,212.18
5,64.18,1,2,0,0,0.00,3.01,177.04
4,59.54,1,0,3,3,0.00,2.57,191.04
5,84.10,2,0,2,2,1.77,2.41,262.61
3,79.65,1,1,1,2,3.08,5.44,230.24
3,66.22,2,2,0,0,0.00,8.76,201.73
3,72.14,1,1,0,2,0.00,6.85,175.04
5,91.04,1,0,2,2,5.05,6.64,288.38
5,139.67,1,0,1,4,0.00,7.17,201.58
4,79.78,2,0,1,1,0.00,5.24,179.45
1,63.69,2,1,0,1,0.00,4.62,121.67
1,31.66,2,2,4,2,0.00,6.53,156.87
5,106.15,1,1,2,1,0.00,5.97,160.25
2,58.91,2,2,2,0,0.00,8.17,179.72
6,123.20,2,0,4,3,0.00,3.81,270.56
2,62.92,1,2,4,1,6.57,7.91,354.57
6,133.87,2,0,1,3,0.00,5.05,282.28
4,99.41,2,0,1,4,6.36,8.62,411.24
2,54.81,2,2,1,3,4.05,2.74,289.41
3,77.98,2,0,4,3,4.18,2.12,291.87
5,114.56,2,2,3,4,0.00,7.10,244.00
2,49.80,1,0,2,3,0.00,4.06,79.92
1,31.80,2,0,1,0,0.00,4.41,97.09
3,59.67,2,2,0,1,0.00,6.02,147.92
1,77.58,1,2,3,1,3.94,3.92,271.52
6,66.79,2,0,4,1,0.00,5.90,265.45
4,77.46,1,1,4,1,4.54,8.62,324.01
1,30.00,1,2,2,2,0.00,8.49,150.87
4,85.07,2,0,1,2,0.00,3.83,175.61
5,87.88,1,2,4,3,2.89,8.12,319.03
5,110.32,2,1,3,1,0.00,5.73,200.13
1,30.00,2,1,0,2,0.00,7.34,137.12
1,48.26,2,1,0,1,0.00,7.04,121.42
3,92.27,2,1,3,1,5.18,5.96,333.42
1,35.63,1,2,1,4,0.00,7.12,162.74
3,117.49,1,0,0,1,0.00,5.28,156.52
4,110.14,1,0,1,0,0.00,7.05,171.48
2,100.85,2,1,4,3,0.00,6.00,204.82
6,76.44,1,2,2,1,0.00,7.46,227.37
3,74.33,2,0,0,0,0.00,7.19,150.60
4,89.06,2,1,4,4,0.00,2.34,268.33
3,66.71,1,1,1,2,6.32,5.48,348.80
5,134.27,2,2,0,1,1.57,6.09,244.57
3,63.02,1,2,2,0,0.00,8.87,150.29
1,69.75,2,2,3,4,0.00,3.52,221.75
6,127.37,1,0,1,4,0.00,5.44,194.50
2,51.53,2,2,0,1,1.46,2.18,175.94
2,43.13,2,0,3,2,4.39,7.66,272.53
1,45.52,1,1,2,3,3.13,3.77,251.32
6,128.01,2,0,4,4,0.00,5.92,259.28
5,62.17,2,2,1,3,0.00,6.25,215.46
3,76.50,2,0,0,0,0.00,4.37,107.16
3,43.61,2,0,4,4,0.00,5.20,164.16
4,67.43,2,1,3,0,2.96,7.45,289.69
3,98.00,1,0,4,1,0.00,3.07,159.20
6,119.95,1,2,3,1,0.00,6.88,229.79
5,122.85,2,2,2,1,4.15,7.13,330.72
1,30.00,1,2,4,0,0.00,2.21,134.74
4,91.71,1,1,3,0,0.00,7.67,168.46
2,60.28,2,2,0,0,0.00,5.29,167.13
3,75.40,1,0,2,1,0.00,5.18,142.44
2,77.14,1,2,0,2,0.00,5.94,185.67
3,78.03,1,1,2,2,1.06,8.85,212.90
6,106.70,2,1,2,2,0.00,5.00,242.71
4,84.05,2,2,4,0,1.39,4.89,256.53
6,97.59,1,2,1,1,0.00,4.79,193.58
1,90.28,1,2,1,0,5.14,8.68,274.07
3,95.67,1,2,4,2,0.00,4.78,219.50
2,68.71,1,1,1,2,0.00,3.99,102.10
5,110.27,1,0,4,0,6.28,5.96,345.31
1,30.65,1,0,2,0,5.86,2.21,221.58
6,118.75,1,2,3,3,0.00,2.58,266.51
4,87.72,2,0,4,4,0.00,7.62,263.98
5,102.64,2,2,0,1,4.93,3.97,306.17
1,43.52,2,0,1,0,4.32,8.33,247.37
5,149.82,2,1,0,1,2.58,2.26,222.59
3,104.54,2,2,4,2,0.00,8.32,229.25
3,96.88,1,1,0,0,0.00,3.23,92.30
6,81.88,2,0,3,1,0.00,7.72,240.74
2,38.74,2,2,3,0,0.00,3.43,154.96
4,88.23,2,2,3,2,0.00,5.49,204.16
6,107.77,1,1,1,4,5.36,2.75,338.98
3,71.90,1,2,0,4,5.51,3.87,302.81
3,69.15,1,2,0,3,0.00,7.34,162.08
4,129.51,2,2,4,3,0.00,5.04,244.86
5,109.20,2,1,1,0,0.00,4.77,182.19
5,76.50,2,0,3,3,0.00,3.20,256.79
6,149.84,2,1,0,2,0.00,6.19,223.51
5,112.56,1,2,4,4,5.73,4.51,430.26
1,30.00,2,1,2,3,0.00,4.71,176.34
6,115.85,2,2,1,1,0.00,7.38,258.97
1,68.75,2,0,0,3,0.00,2.88,146.91
3,126.37,2,2,2,3,0.00,3.90,186.03
2,65.42,1,0,4,2,0.00,3.24,193.04
4,85.89,2,0,2,4,0.00,2.47,203.54
3,98.38,2,2,1,4,1.90,2.94,261.70
2,55.81,2,2,0,4,0.00,2.96,215.35
5,112.38,2,0,1,0,0.00,4.45,170.47
3,80.43,1,0,4,2,0.00,3.07,126.70
3,68.27,2,1,2,4,3.09,8.76,349.21
6,125.89,1,2,0,1,0.00,4.59,219.26
1,61.70,2,0,3,2,0.00,4.89,143.87
6,111.33,1,1,1,4,6.13,4.31,366.06
5,87.93,2,0,0,0,0.00,6.36,212.33
1,61.90,1,2,3,2,4.90,3.23,298.91
4,62.92,1,1,4,0,1.71,5.98,212.92
1,82.29,1,2,2,0,0.00,8.76,127.46
3,88.29,1,2,0,0,4.29,7.26,274.53
2,72.64,1,0,4,1,0.00,4.30,149.78
5,113.25,2,1,1,3,0.00,4.39,216.96
3,84.72,1,1,0,2,0.00,8.40,198.13
1,30.00,1,2,0,3,3.07,5.46,270.49
2,37.48,1,0,4,4,0.00,8.76,165.42
4,97.65,1,1,0,4,0.00,4.76,204.39
6,128.76,2,0,0,4,0.00,7.33,250.31
6,104.62,2,2,1,2,0.00,6.35,258.34
5,113.07,2,0,3,1,3.69,7.95,314.11
6,102.17,2,0,0,0,0.00,8.37,157.41
2,38.75,2,0,0,3,0.00,3.45,175.56
5,104.21,1,0,2,4,0.00,3.34,149.75
4,97.94,2,0,0,1,0.00,5.83,178.96
6,110.73,1,0,2,0,0.00,6.87,190.94
2,43.82,2,0,3,2,0.00,5.67,187.79
2,30.00,2,2,4,0,0.00,5.03,170.05
6,65.87,1,0,4,3,0.00,8.95,204.40
2,82.36,1,1,4,4,2.63,2.46,198.72
6,120.79,1,1,3,1,3.29,8.07,301.69
5,91.24,2,1,4,3,0.00,5.22,227.64
1,57.09,1,1,0,3,0.00,2.02,75.48
3,119.56,2,2,1,0,0.00,3.21,150.55
4,90.74,1,0,4,4,0.00,4.41,236.20
1,42.13,1,2,1,0,0.00,6.52,139.05
3,88.87,2,1,2,4,0.00,8.85,228.27
4,106.54,1,1,0,3,0.00,8.64,231.92
1,43.49,1,1,4,0,0.00,5.29,117.91
6,114.60,1,0,3,1,0.00,6.69,203.98
6,116.37,1,0,4,4,0.00,2.84,234.73
4,49.24,1,2,3,2,0.00,7.37,183.61
1,32.33,2,0,1,2,0.00,8.62,168.04
1,44.27,2,2,1,1,0.00,2.87,161.19
4,86.63,1,1,0,0,0.00,6.98,147.76
4,100.96,2,0,4,2,0.00,4.14,205.15
6,83.40,2,1,3,2,0.00,7.71,240.06
5,84.85,1,1,4,2,0.00,7.09,162.26
4,116.05,1,1,4,4,1.05,2.55,208.93
6,107.54,2,1,4,0,0.00,7.69,235.14
6,141.85,2,2,2,0,0.00,2.63,227.61
5,110.15,2,1,2,4,0.00,5.42,282.79
6,104.99,2,0,2,3,0.00,7.99,226.01
4,108.27,2,1,1,0,3.71,5.25,286.01
1,76.54,1,0,2,0,1.89,4.06,170.43
2,48.96,1,1,4,2,0.00,6.47,174.39
5,107.77,2,2,3,2,0.00,7.50,223.41
4,108.60,1,0,2,3,1.27,8.01,247.72
6,93.11,2,2,3,0,0.00,7.69,236.15
4,91.59,2,0,4,0,0.00,7.97,203.73
5,92.13,2,1,2,0,0.00,6.46,208.12
1,30.00,1,0,0,4,0.00,7.23,152.45
6,131.65,2,0,2,0,1.51,5.65,229.05
6,112.89,2,2,1,2,0.00,2.06,237.17
1,40.05,1,0,1,1,0.00,7.51,67.24
3,86.35,2,2,4,3,0.00,3.73,230.04
6,137.33,2,0,4,3,0.00,3.61,269.41
3,50.75,2,1,1,1,0.00,5.03,152.30
1,42.99,2,1,0,3,0.00,4.87,163.41
1,30.00,1,0,1,0,0.00,7.74,90.01
2,67.78,1,1,4,1,0.00,8.39,206.86
6,106.15,1,2,4,2,0.00,2.75,218.57
1,75.11,1,0,1,0,3.52,8.94,244.29
2,91.43,2,2,3,1,0.00,6.93,172.66
5,109.62,2,0,1,3,5.51,2.45,328.86
2,91.04,1,1,0,2,0.00,7.44,149.04
4,109.31,1,2,1,3,3.14,6.62,283.85
5,97.39,2,0,4,1,0.00,7.72,227.55
1,37.26,1,2,4,2,0.00,4.94,210.96
1,42.30,1,2,0,1,2.52,2.37,192.84
1,38.11,1,1,1,0,0.00,7.74,111.94
2,61.48,2,1,3,0,3.72,6.98,263.18
2,30.79,1,1,2,0,0.00,4.86,100.64
6,120.43,1,0,0,2,5.98,2.91,307.82
4,92.27,1,0,0,0,0.00,2.98,113.07
3,94.86,1,2,0,4,0.00,5.41,162.76
2,55.80,2,1,3,1,0.00,8.88,194.96
6,153.57,1,2,1,3,0.00,2.65,255.82
5,77.37,1,1,3,0,0.00,5.34,131.65
4,56.83,1,1,3,3,0.00,4.49,199.93
1,47.43,1,0,1,0,0.00,3.33,94.53
4,78.12,2,2,4,2,2.87,5.03,348.55
6,127.54,1,0,2,4,0.00,5.33,241.75
3,80.95,1,2,3,1,0.00,8.82,175.85
5,98.05,1,2,4,0,1.20,5.74,226.47
2,86.31,1,0,2,4,0.00,4.95,139.20
6,93.63,1,2,3,4,0.00,4.70,241.85
4,109.04,2,2,2,4,0.00,6.51,264.61
1,62.20,1,0,2,3,0.00,7.15,157.64
5,94.68,1,2,2,3,6.87,5.88,424.77
2,68.61,1,0,2,1,0.00,5.97,85.47
3,30.00,1,2,3,2,0.00,5.20,151.09
3,92.09,1,2,1,2,0.00,7.83,178.54
6,96.63,2,0,1,1,0.00,2.74,222.64
6,148.71,2,0,2,3,0.00,3.13,227.96
4,89.58,2,2,0,0,2.13,3.49,236.59
1,30.00,1,2,2,1,0.00,5.16,76.69
5,110.21,2,0,4,1,5.66,6.81,372.25
4,92.36,2,0,3,1,0.00,4.71,220.36
3,59.27,1,1,4,3,0.00,5.03,160.49
5,97.85,1,0,2,3,3.39,5.36,307.71
4,109.97,1,1,4,2,0.00,2.74,141.65
2,33.71,1,1,0,3,4.93,4.80,283.06
3,61.41,1,1,0,2,2.45,8.03,192.12
6,114.17,2,1,0,2,4.59,2.84,356.88
1,43.48,2,1,0,1,0.00,8.73,152.61
2,30.00,1,2,0,3,4.44,3.51,264.02
4,58.65,1,2,2,1,0.00,6.83,159.94
3,55.57,2,1,1,0,0.00,6.16,185.82
3,97.91,1,0,4,0,0.00,6.97,189.15
1,52.90,1,1,3,1,2.95,8.75,190.61
1,48.68,1,0,4,4,0.00,4.78,157.22
4,132.60,2,1,1,2,0.00,3.32,172.32
5,87.02,1,0,4,4,0.00,8.48,264.34
5,103.54,2,0,0,3,0.00,7.89,227.99
1,55.72,1,2,2,2,0.00,3.85,166.78
6,109.63,2,2,3,4,0.00,4.43,248.50
1,63.46,1,0,4,2,0.00,4.91,174.28
6,94.50,2,0,4,1,0.00,5.25,260.09
4,46.75,2,0,0,1,3.84,4.01,258.35
6,112.80,1,1,4,1,0.00,7.65,234.07
5,104.01,2,1,2,0,0.00,3.96,213.85
1,52.37,1,2,2,3,0.00,5.17,160.28
1,60.21,2,2,0,2,0.00,2.96,135.24
4,90.26,1,0,4,3,0.00,6.94,171.89
2,79.80,2,2,3,1,0.00,6.05,180.89
5,88.16,2,1,3,0,4.94,6.92,336.59
2,49.84,1,0,3,2,5.65,2.73,331.43
6,145.11,1,2,2,4,0.00,8.53,225.53
2,67.36,2,0,3,4,0.00,8.91,151.28
6,118.63,1,1,0,3,6.01,3.35,335.80
5,106.57,1,2,2,0,0.00,4.17,152.05
4,84.52,2,2,1,3,0.00,3.07,207.81
4,52.11,1,2,1,4,0.00,7.54,193.23
6,123.34,2,0,0,3,0.00,8.71,237.95
1,55.35,1,2,4,4,0.00,2.52,122.52
1,49.85,2,1,1,3,0.00,2.85,171.10
6,96.35,1,2,2,3,0.00,7.32,255.02
5,134.88,2,0,0,4,0.00,8.25,249.83
4,108.46,1,0,1,2,0.00,6.93,167.27
3,123.09,1,2,4,4,0.00,5.33,182.73
3,62.91,1,0,4,3,0.00,8.03,172.07
1,49.28,2,0,2,4,0.00,3.47,165.49
6,100.32,2,2,4,0,0.00,3.34,230.29
2,78.12,2,2,4,0,1.18,4.00,198.70
5,78.93,1,1,4,1,0.00,7.34,172.25
2,63.65,1,0,3,4,0.00,6.09,214.99
2,75.50,1,0,3,4,6.79,4.64,356.26
6,120.86,2,0,1,2,0.00,6.42,197.00
3,44.73,2,0,2,2,6.33,3.75,327.95
4,78.56,2,2,2,1,0.00,3.90,204.74
3,67.39,1,0,3,0,0.00,3.93,116.60
2,69.10,1,2,2,2,0.00,8.85,172.95
4,77.13,2,1,0,0,0.00,4.60,190.59
3,94.17,1,0,4,0,0.00,2.93,161.53
1,75.63,1,2,4,2,0.00,5.20,156.84
6,127.45,1,2,2,3,0.00,7.35,253.82
2,92.03,2,2,3,0,0.00,7.02,189.44
6,128.78,1,0,0,1,0.00,8.59,192.50
3,51.05,2,1,2,4,0.00,4.53,211.89
3,79.71,2,1,1,4,0.00,2.49,224.45
4,98.06,1,0,0,2,6.05,3.44,337.74
6,107.88,2,2,2,0,0.00,2.92,241.19
5,113.53,1,0,1,0,1.48,2.22,164.45
5,87.07,1,2,3,3,0.00,2.14,212.97
3,59.21,1,1,3,0,0.00,7.61,161.78
5,132.77,2,2,0,1,0.00,6.35,188.40
2,88.84,2,2,3,4,0.00,6.43,197.78
6,112.95,1,1,1,0,6.95,6.51,337.28
6,93.43,1,1,4,2,0.00,3.53,181.78
2,31.50,1,1,2,4,3.75,5.73,262.14
5,106.60,2,1,3,1,0.00,8.91,265.66
6,112.85,2,1,4,0,0.00,6.19,234.07
5,75.35,2,2,4,3,0.00,7.05,293.04
5,96.28,2,0,1,2,1.14,6.16,265.16
2,62.30,2,0,4,1,0.00,4.17,138.79
2,67.92,1,0,0,1,0.00,6.38,63.35
2,45.82,2,0,1,0,0.00,7.79,169.47
3,96.40,1,2,3,3,0.00,2.09,194.56
1,55.68,2,0,3,1,6.88,5.57,337.75
2,60.01,2,1,3,2,1.74,5.84,257.08
3,95.12,2,0,2,4,0.00,8.83,249.56
2,61.67,2,1,3,0,0.00,7.67,156.40
1,42.07,1,0,4,0,0.00,8.92,121.84
3,56.89,1,2,4,1,0.00,5.02,202.97
2,30.00,1,2,4,3,0.00,5.09,166.93
2,85.42,1,2,0,1,0.00,6.97,110.29
4,101.67,1,1,4,2,0.00,2.03,143.38
2,34.92,1,0,3,0,0.00,4.18,146.55
3,98.65,1,2,2,4,0.00,7.50,186.41
3,78.32,1,0,3,0,3.94,4.74,253.09
5,79.79,1,0,0,2,0.00,2.92,149.96
1,49.52,2,0,4,1,2.10,2.19,219.07
6,87.23,2,2,2,3,1.86,3.67,324.71
2,82.55,2,1,2,2,0.00,8.43,161.61
3,72.63,2,1,2,1,3.35,3.71,267.51
2,34.28,1,1,2,1,4.17,8.58,263.99
6,98.85,1,0,1,0,0.00,5.23,180.49
1,33.70,1,2,1,0,0.00,4.68,112.86
4,121.65,1,1,1,3,0.00,7.33,166.38
3,30.00,1,0,3,4,1.93,8.28,259.58
5,99.81,1,2,0,1,0.00,7.14,193.93
2,30.00,2,2,3,4,0.00,2.89,195.28
4,42.32,2,2,3,2,3.21,3.19,266.11
1,65.97,1,0,3,3,0.00,3.68,112.23
5,96.72,1,2,3,2,0.00,5.49,195.76
5,82.50,1,0,1,3,0.00,3.46,187.72
1,65.85,2,1,2,0,0.00,4.85,177.92
6,137.69,2,2,3,0,0.00,7.27,262.50
2,63.54,1,2,4,3,0.00,3.09,145.54
2,89.26,2,1,1,3,0.00,4.87,201.03
4,47.86,2,2,3,4,0.00,8.98,304.38
6,122.05,1,1,1,1,2.57,7.66,240.89
1,30.00,1,2,0,3,0.00,5.32,141.78
2,88.15,2,0,1,4,6.87,7.53,370.86
5,105.30,1,1,0,2,1.72,2.22,183.94
2,48.58,2,1,3,3,0.00,5.76,265.34
2,68.44,2,2,3,1,0.00,2.10,161.81
2,91.62,1,0,1,2,3.33,7.90,205.60
4,81.85,2,2,2,4,0.00,2.39,215.69
2,50.43,2,0,4,2,0.00,8.62,231.66
5,98.22,1,0,0,4,2.19,7.25,234.29
5,99.64,1,0,1,0,0.00,5.29,188.02
5,96.03,2,1,1,0,1.56,3.31,250.89
3,89.07,2,2,1,3,0.00,4.47,151.20
2,66.40,1,1,4,2,0.00,7.73,192.04
3,32.52,2,2,4,3,0.00,3.12,197.88
6,114.95,1,0,1,1,0.00,2.40,155.68
5,133.87,1,0,1,2,0.00,7.31,198.20
2,63.95,1,1,3,2,6.99,6.24,355.31
3,57.62,2,1,4,4,1.20,3.45,307.94
1,48.97,2,2,1,3,0.00,2.82,164.35
6,122.36,1,2,1,2,0.00,3.63,213.74
1,64.84,1,0,1,1,0.00,5.44,113.67
4,117.00,2,2,2,0,0.00,5.44,169.88
4,56.51,2,2,1,0,0.00,5.75,202.39
5,122.29,1,1,4,1,2.43,4.22,261.26
2,53.16,2,1,2,2,1.46,7.16,233.77
1,30.00,2,0,3,2,0.00,7.72,212.06
2,46.32,1,2,1,0,2.44,7.09,191.36
1,52.20,2,2,2,1,0.00,5.47,152.31
4,65.25,2,2,2,1,0.00,5.75,185.27
4,96.54,1,0,4,3,5.61,3.07,350.80
2,45.53,1,1,1,2,4.00,2.60,244.29
5,113.78,1,0,3,1,0.00,3.60,127.31
1,80.13,1,0,1,0,0.00,3.12,69.09
2,47.23,1,0,1,3,0.00,5.88,92.89
6,131.64,1,1,2,4,0.00,4.56,219.72
5,80.38,1,1,1,4,0.00,4.83,183.68
4,104.97,2,0,2,3,5.03,4.78,330.82
6,118.71,2,1,3,1,0.00,8.01,269.57
6,140.07,2,1,0,3,0.00,5.79,256.74
5,115.27,1,1,2,2,4.27,8.54,292.95
1,53.15,1,1,4,0,4.19,6.90,245.84
4,97.83,2,2,1,2,0.00,4.24,225.21
4,80.26,2,2,0,0,0.00,4.51,165.63
6,110.31,1,1,2,2,0.00,5.90,218.38
1,50.67,1,0,0,2,0.00,2.43,81.92
6,86.39,1,0,0,0,6.26,4.70,348.42
1,37.52,1,2,2,2,0.00,8.01,121.31
5,66.24,2,0,0,3,5.03,5.75,321.74
4,84.12,2,2,3,3,0.00,4.10,227.21
1,43.42,2,2,1,2,3.43,2.20,260.17
5,94.03,1,1,3,2,6.33,4.35,363.93
2,34.19,2,0,0,0,0.00,8.69,149.77
1,57.30,1,1,1,3,0.00,4.72,174.15
6,118.21,1,2,4,0,5.72,8.88,349.93
6,111.03,2,2,1,3,0.00,2.61,235.39
4,76.38,1,0,1,3,0.00,5.43,156.43
5,72.54,1,0,4,3,0.00,3.21,191.95
2,64.30,2,0,4,1,0.00,8.65,170.55
5,130.01,1,2,4,4,0.00,3.70,201.47
3,70.02,2,1,2,0,0.00,6.28,196.17
3,42.60,1,1,2,2,6.73,2.57,311.87
5,89.23,1,1,0,1,5.65,6.79,302.11
6,104.96,2,0,0,3,1.01,7.61,236.32
1,45.85,1,0,2,4,6.44,6.46,340.55
4,95.20,2,0,1,0,0.00,2.88,162.04
5,114.90,1,2,3,0,0.00,4.11,181.97
6,118.54,1,1,2,1,0.00,2.48,160.16
6,132.41,2,0,4,3,1.41,4.66,341.60
4,134.04,2,1,3,1,4.68,7.02,319.41
1,37.23,1,2,1,3,2.96,3.05,235.18
6,119.09,2,0,2,3,5.48,2.33,357.90
3,84.26,2,0,1,2,0.00,5.64,212.33
3,61.10,2,1,4,3,0.00,4.26,183.66
2,42.76,2,1,2,3,2.27,8.69,267.51
3,62.74,1,2,1,0,0.00,3.58,149.82
4,120.47,2,0,4,0,0.00,5.39,201.01
5,126.02,1,2,1,2,4.21,8.74,391.01
3,86.91,1,1,1,4,0.00,6.70,147.34
6,92.37,1,2,3,1,0.00,7.10,186.85
1,30.97,1,1,1,1,0.00,7.54,133.31
4,118.15,2,1,0,4,6.38,5.39,357.78
6,87.52,2,1,0,0,0.00,5.51,223.69
4,86.58,2,0,2,4,0.00,8.27,249.94
1,40.35,1,1,0,3,3.35,7.60,217.37
4,61.08,1,0,2,0,0.00,6.48,114.19
4,114.22,2,2,4,4,0.00,7.62,256.36
5,100.93,1,0,0,2,0.00,4.57,134.43
6,129.73,2,0,4,1,0.00,4.41,241.18
3,84.85,1,0,3,1,0.00,4.84,126.66
2,74.21,2,0,2,2,0.00,6.91,181.11
2,65.43,1,1,1,4,0.00,5.82,161.85
5,107.84,2,2,3,3,1.66,7.79,263.48
6,113.28,2,0,3,0,0.00,5.92,231.12
2,64.61,1,2,4,1,0.00,2.62,127.62
1,30.67,1,2,0,4,0.00,6.18,164.55
6,138.20,2,1,3,1,0.00,3.84,214.88
1,36.23,2,1,0,1,4.97,6.71,244.73
5,105.56,1,0,4,4,0.00,6.73,248.78
5,98.99,1,1,3,0,5.75,3.69,342.95
1,57.86,2,0,4,3,6.39,4.17,338.38
3,93.19,2,2,2,1,0.00,4.94,168.78
1,48.71,1,2,0,4,0.00,4.31,109.00
5,136.21,2,1,1,4,5.99,4.45,388.61
4,112.15,1,0,4,0,0.00,3.27,151.94
6,104.85,2,2,0,2,0.00,3.52,250.80
6,113.91,2,2,1,1,0.00,8.14,237.55
2,56.72,2,1,3,1,0.00,7.02,154.44
3,107.04,1,1,2,2,0.00,2.06,107.88
