area_m2,habitaciones,banos,estrato,antiguedad_anos,parqueaderos,distancia_centro_km,piso,precio_cop
143.52,3,2,4,19,2,14.81,11,674340000
168.15,5,4,4,17,1,15.56,18,870680000
183.04,5,3,5,3,2,8.22,16,1029550000
162.02,5,3,5,7,2,14.19,2,909810000
107.53,2,1,3,34,1,16.95,10,453210000
58.55,2,1,3,4,0,15.09,19,302190000
104.42,2,2,5,34,1,15.41,20,667140000
92.38,2,2,4,16,0,10.82,19,479880000
164.57,5,3,3,28,1,16.85,1,645770000
56.88,3,1,3,35,1,10.29,14,231650000
204.27,6,4,3,23,3,13.39,13,813220000
152.45,5,3,3,10,1,12.58,17,817760000
172.11,5,2,4,8,1,11.82,7,879150000
98.55,3,2,3,2,1,10.1,1,437490000
163.75,5,3,4,10,2,10.04,19,903380000
143.88,4,2,5,13,1,4.77,5,711050000
162.13,6,3,4,23,1,5.42,15,796560000
60.68,1,2,4,26,0,13.88,8,360210000
167.48,5,3,4,4,2,11.32,1,841890000
192.37,4,4,3,27,2,11.87,13,862480000
145.3,3,2,3,39,1,13.26,2,626440000
174.66,5,3,5,1,1,8.32,20,1008840000
49.5,1,1,3,13,0,9.13,14,334790000
160.17,4,3,5,20,1,16.58,12,796740000
62.34,1,1,3,5,0,17.22,12,416810000
205.31,6,3,3,25,2,7.73,6,913650000
170.75,5,4,2,4,1,15.78,4,750150000
76.88,2,2,3,8,1,12.3,4,347700000
199.12,6,3,6,27,1,5.67,7,1187180000
206.05,6,4,2,4,2,13.32,13,769480000
163.4,4,3,3,17,1,16.3,7,549890000
149.06,5,2,4,20,1,8.84,4,857100000
77.16,2,2,2,39,0,13.0,13,247950000
40.44,1,1,3,16,0,9.54,15,241980000
61.94,1,1,5,16,0,8.59,16,284530000
115.55,3,2,6,12,2,2.33,3,736870000
103.89,3,2,4,20,0,14.34,19,502860000
172.36,4,3,4,36,1,13.66,9,792060000
175.77,5,3,6,12,1,2.67,3,1020570000
94.68,2,2,4,21,1,13.84,8,496570000
180.34,5,4,3,3,2,10.96,1,882310000
155.77,4,3,3,11,1,10.62,18,768510000
58.5,2,1,3,10,0,7.73,14,393380000
176.86,5,2,3,11,2,12.61,15,772360000
62.69,2,2,3,13,0,16.44,4,271240000
63.51,1,2,4,17,0,16.39,17,254890000
82.39,2,2,4,18,0,5.7,20,400380000
61.53,2,1,5,19,0,0.93,15,299040000
146.39,4,3,2,11,1,20.08,11,579100000
119.19,3,2,2,31,1,7.45,17,545260000
47.94,1,1,3,33,0,13.87,9,142990000
153.24,4,3,3,12,1,10.92,5,555640000
91.85,2,2,5,27,0,3.4,1,563040000
44.08,1,1,3,15,0,9.03,12,303980000
174.44,5,3,3,33,1,18.54,18,743400000
182.48,4,3,5,35,2,20.49,19,1051790000
135.56,4,2,4,24,1,8.55,1,851050000
92.49,3,1,6,40,1,7.59,12,386390000
44.3,1,1,3,34,0,9.64,6,289410000
41.14,1,1,3,25,0,15.87,7,232980000
122.03,3,2,4,2,0,10.01,6,609400000
120.59,4,2,3,33,1,15.52,5,555270000
80.94,2,1,4,20,0,18.07,15,372140000
145.98,3,3,3,29,1,14.5,2,683900000
181.29,5,3,4,5,2,12.02,3,975120000
90.1,2,1,4,16,0,8.79,2,586240000
47.53,1,1,4,15,0,13.12,7,334430000
132.45,3,2,3,15,1,13.53,4,585950000
184.32,6,3,4,22,2,14.64,18,885620000
178.47,5,2,3,1,1,9.04,2,716090000
105.59,3,2,5,31,1,8.33,19,523040000
76.17,2,2,2,2,0,16.68,3,289170000
139.37,4,2,2,18,1,13.85,3,467430000
102.84,2,2,4,19,1,6.69,9,547940000
90.72,2,2,2,26,1,10.36,10,326910000
167.95,4,3,4,19,2,8.32,7,861400000
196.18,5,3,3,12,1,10.69,2,810590000
112.05,3,2,4,5,0,7.67,4,456300000
179.42,5,3,4,29,2,15.38,11,713650000
96.34,3,2,2,36,1,13.48,3,310580000
201.78,5,3,4,33,2,7.38,11,1041510000
150.8,3,3,4,20,1,16.17,12,813970000
146.91,4,3,4,8,1,17.51,9,696630000
61.97,2,1,6,2,0,10.33,10,426050000
146.26,3,3,3,23,0,13.67,19,580700000
84.63,3,1,3,11,0,1.92,8,393930000
121.21,2,3,4,12,1,16.09,12,589050000
187.28,5,2,4,7,2,8.4,19,783850000
164.62,3,4,3,17,1,16.85,8,891040000
114.16,3,2,2,3,0,12.21,12,441690000
93.58,2,2,2,26,1,13.85,19,469270000
208.8,6,3,3,27,3,12.44,12,874110000
201.21,6,4,5,29,1,6.33,11,1170550000
125.1,4,1,2,0,2,11.02,5,496700000
153.87,5,2,5,24,0,9.8,10,748880000
151.02,4,2,4,19,1,13.93,1,672150000
50.04,2,1,5,24,0,8.07,12,264700000
85.33,1,2,3,39,0,16.42,10,447680000
181.88,4,3,3,6,1,14.03,7,815700000
100.97,3,2,3,7,0,6.04,4,552130000
48.48,1,1,3,26,0,11.03,5,221310000
126.55,3,2,5,35,1,6.77,14,812000000
142.92,4,3,5,5,0,13.82,19,822280000
58.26,2,1,2,38,0,17.16,7,185660000
137.0,3,3,3,5,2,9.98,7,725520000
119.89,3,2,5,26,1,5.24,3,868340000
63.2,2,1,5,18,0,8.06,14,535620000
195.8,6,3,4,18,2,2.98,11,866880000
84.95,2,1,4,34,0,10.99,7,438590000
65.15,2,1,4,22,0,10.19,2,419280000
55.41,1,2,6,28,1,8.23,1,521390000
39.87,1,1,3,4,1,14.04,12,80000000
68.22,1,1,3,1,0,7.48,2,459980000
160.88,4,3,2,8,1,11.73,7,665380000
206.2,6,4,3,34,2,14.38,5,947070000
44.29,2,1,4,3,0,18.07,14,345960000
202.71,6,3,6,38,2,6.62,1,1129920000
137.31,3,2,4,39,0,14.17,16,555790000
149.41,4,3,3,25,1,15.27,6,761460000
87.03,2,2,3,5,0,8.5,2,266510000
160.72,4,4,4,29,2,8.0,14,842440000
166.02,4,3,5,9,1,9.06,11,1039850000
167.68,5,4,3,6,1,9.7,2,778850000
125.2,4,3,5,19,1,8.65,6,893930000
196.74,5,3,3,36,2,7.94,17,934280000
84.84,3,2,3,20,0,15.06,13,404180000
133.81,3,2,5,6,1,12.61,13,801070000
141.25,3,3,2,1,1,9.38,8,609380000
153.01,4,2,2,8,2,20.73,5,606210000
161.83,5,2,5,26,0,4.14,12,775110000
113.44,3,3,5,36,0,4.08,2,503340000
122.44,3,2,5,13,1,9.41,17,694480000
52.12,1,1,6,38,0,10.94,11,440960000
104.2,3,2,4,8,0,11.55,10,502980000
174.68,5,4,4,31,2,6.37,3,869830000
147.97,4,3,2,0,1,19.91,4,605640000
126.65,3,2,5,6,0,3.42,7,669070000
45.14,2,1,3,38,0,14.34,13,160250000
111.47,2,2,4,12,1,6.76,1,558470000
149.21,4,3,4,27,1,14.08,18,815880000
173.92,4,4,4,12,1,11.52,5,892150000
187.74,5,3,5,9,3,7.02,7,923630000
151.14,4,2,4,33,1,16.0,8,627060000
49.16,1,1,2,37,0,13.51,20,184910000
129.82,3,2,4,9,1,12.4,1,679080000
76.98,1,1,3,18,1,5.39,13,375340000
90.18,3,1,5,34,0,9.15,12,468940000
165.16,4,3,3,7,1,14.25,13,752070000
40.65,1,2,3,39,0,16.24,2,237020000
85.31,3,2,4,25,1,10.86,7,638890000
139.18,4,2,5,23,0,11.1,1,945750000
158.55,4,2,3,26,2,14.9,14,721540000
92.39,3,2,2,22,0,12.86,1,358140000
144.09,4,2,4,35,2,3.84,19,848990000
103.14,4,1,3,0,0,8.75,4,502570000
98.81,3,2,3,11,1,15.57,13,516660000
42.44,1,1,4,25,0,13.31,3,233780000
54.82,1,2,2,30,0,15.16,7,225150000
180.88,5,3,2,2,2,17.05,11,828910000
189.41,5,3,5,18,2,14.82,2,995830000
125.56,4,2,5,17,1,7.24,14,773170000
94.69,2,2,5,39,1,24.61,17,560630000
38.42,2,1,4,30,0,14.8,6,181300000
163.27,4,2,4,33,1,18.61,10,743080000
167.76,5,3,5,3,2,11.93,3,938640000
111.07,3,2,3,39,0,16.44,19,552170000
119.03,3,2,4,4,0,10.7,8,690720000
165.07,3,3,3,25,2,13.41,12,706970000
81.64,2,1,4,1,0,9.54,14,530410000
52.44,2,1,5,37,0,6.19,5,438020000
73.78,1,2,4,13,0,11.12,6,428490000
133.84,4,2,5,5,1,8.86,18,807600000
141.5,4,3,2,21,1,12.17,19,568810000
77.86,2,2,4,4,0,8.18,4,505710000
42.06,1,1,3,32,0,11.92,5,223470000
208.43,5,4,5,27,1,8.89,12,1169950000
73.33,2,2,5,37,0,4.61,6,483680000
66.21,2,1,4,22,1,11.17,15,395000000
149.3,4,2,3,34,1,10.22,3,604620000
67.81,3,2,3,4,0,17.66,11,308340000
98.12,3,2,6,28,1,12.57,10,490200000
58.06,2,1,3,21,0,19.24,9,210000000
204.66,5,3,3,15,1,15.01,4,920850000
171.45,6,3,6,39,1,11.84,6,762270000
124.13,3,2,3,28,0,12.92,19,551780000
99.8,3,1,4,40,1,10.36,7,416830000
75.12,2,1,2,27,0,14.73,12,291490000
164.42,4,3,2,23,0,9.51,4,689690000
85.07,3,2,4,13,0,13.78,16,573230000
96.97,2,2,3,10,1,14.62,12,408850000
57.82,2,1,5,38,0,7.34,15,261670000
137.41,3,3,3,12,1,16.37,18,599900000
39.94,1,1,4,40,0,6.0,3,279800000
195.49,6,4,5,7,2,3.14,7,975040000
144.63,3,3,6,14,1,9.36,4,852020000
111.87,3,2,3,28,1,8.43,5,532920000
177.25,5,3,5,24,1,9.1,6,1075090000
44.89,1,1,3,10,0,12.37,13,225050000
118.82,3,2,3,40,1,17.54,2,483580000
136.9,3,2,4,35,1,8.9,11,754500000
122.64,3,2,4,21,1,8.66,2,530830000
174.36,5,2,3,28,2,15.04,6,821470000
129.76,2,3,4,28,1,15.28,10,614360000
144.88,4,2,2,31,1,15.05,20,639200000
97.79,3,2,2,24,0,8.64,17,471190000
50.73,2,1,4,1,0,10.27,10,181170000
56.87,2,1,3,23,0,15.02,19,326780000
149.68,3,3,5,28,1,12.71,6,901580000
42.87,2,1,3,26,0,17.08,10,183760000
95.24,3,2,4,34,1,6.51,16,509110000
196.63,6,3,4,1,2,18.32,19,913950000
199.67,5,3,3,38,1,6.89,3,869760000
79.05,3,2,3,11,0,19.76,9,343740000
69.89,2,1,3,0,0,13.36,16,352950000
47.93,1,1,4,34,0,14.91,19,337650000
134.66,4,2,3,30,0,10.71,2,608420000
59.19,2,1,3,8,0,10.9,12,302430000
156.61,5,2,6,11,1,0.94,20,1073170000
209.11,6,4,2,15,2,10.67,6,810630000
70.92,1,1,6,30,0,9.81,18,342440000
67.06,3,1,3,6,1,13.86,13,464130000
175.62,4,3,4,24,1,13.85,11,822570000
67.73,2,1,4,2,0,9.49,16,365310000
133.48,3,2,4,37,1,5.71,6,683980000
162.56,4,2,5,15,1,5.22,18,911410000
147.78,4,2,3,31,1,9.57,5,713870000
83.18,2,2,3,34,0,15.8,9,214620000
197.71,5,3,3,8,2,7.53,1,1047700000
88.13,2,1,4,15,0,17.98,8,318290000
164.1,4,2,4,16,2,14.71,5,868150000
154.38,4,3,4,39,2,15.25,16,856600000
133.76,4,3,3,11,1,7.83,1,623250000
162.18,4,3,4,18,1,22.55,10,808480000
169.85,5,3,3,6,2,12.3,10,868400000
87.09,2,2,6,32,1,10.06,8,586880000
134.43,3,2,3,11,1,12.35,8,531020000
177.47,5,3,3,1,1,11.82,16,679490000
156.28,4,2,2,4,1,9.89,19,795310000
67.92,2,2,3,12,0,4.77,15,380110000
173.81,5,3,3,11,1,15.85,2,859500000
135.49,4,3,4,11,1,8.25,4,764240000
176.01,6,3,3,1,1,7.73,18,946160000
144.12,5,3,5,37,1,8.19,11,836420000
45.74,1,1,4,11,0,13.15,18,212240000
142.81,4,2,3,15,0,6.35,2,712450000
81.33,2,1,2,25,0,12.69,3,366190000
65.97,1,1,3,22,0,8.06,12,423470000
179.72,5,2,4,20,2,7.79,19,847180000
133.16,4,3,3,33,1,15.07,9,658540000
88.83,2,1,3,11,0,13.19,5,499100000
193.59,6,3,4,32,2,6.72,3,997760000
61.24,2,1,4,26,0,15.36,8,220170000
134.07,4,2,4,20,1,3.43,4,814540000
196.86,5,3,6,18,1,5.37,12,1123800000
85.74,2,2,3,9,0,11.11,7,197710000
168.68,4,3,5,3,1,5.79,13,1044560000
50.78,1,1,3,36,0,18.12,20,138710000
158.3,4,2,3,5,1,7.16,7,762800000
158.6,5,3,4,33,1,11.3,9,725790000
49.77,1,2,4,19,0,7.83,8,309530000
69.18,2,1,3,3,1,12.34,4,401050000
148.54,5,2,5,18,1,13.59,10,733120000
57.1,1,1,4,20,0,10.49,4,351610000
174.49,5,3,4,14,1,6.91,13,854900000
101.47,2,1,3,25,1,15.9,11,509270000
180.54,5,4,3,38,2,7.8,9,831540000
158.46,4,3,5,25,2,13.8,12,936850000
199.19,6,3,3,5,2,13.15,16,839020000
111.11,3,1,6,24,1,4.85,4,943210000
61.46,1,1,5,1,0,1.68,10,444380000
144.85,4,2,2,18,1,12.72,16,651820000
110.17,3,2,5,38,1,15.54,9,644950000
84.96,2,2,5,2,1,11.4,5,602940000
138.65,5,2,5,27,1,16.95,17,780080000
129.3,4,2,3,7,1,13.77,9,614060000
85.22,2,2,4,23,0,11.93,4,319050000
161.65,5,3,4,3,1,14.92,4,851180000
89.57,3,1,3,0,0,11.08,13,503330000
141.98,4,2,3,38,1,14.61,15,655840000
96.02,2,2,3,12,1,8.97,18,534550000
152.84,4,3,3,30,1,9.44,5,825080000
197.34,5,3,5,8,2,13.17,7,875670000
205.21,6,3,4,19,0,8.53,6,924630000
70.77,3,2,5,24,0,11.74,13,453840000
123.05,3,2,2,1,0,14.71,16,434140000
120.99,3,2,2,17,0,18.45,7,482990000
102.18,3,2,4,33,2,14.43,1,542710000
89.62,3,1,5,8,0,11.34,15,490340000
209.94,6,4,2,29,1,20.88,14,892360000
147.59,5,3,3,12,1,9.17,1,843180000
83.12,2,1,2,24,0,17.36,12,437410000
206.22,6,4,5,34,2,14.5,20,1131770000
160.14,5,3,2,0,1,17.1,9,522020000
58.47,2,1,2,32,0,16.61,12,326260000
197.08,6,3,4,32,2,2.35,8,981600000
204.9,5,4,3,25,1,11.01,2,912900000
202.79,5,3,4,19,2,13.03,16,1076510000
79.53,2,2,3,15,1,9.72,8,392200000
198.76,4,4,3,9,1,14.73,6,863250000
181.35,5,3,6,11,2,0.5,16,1104320000
141.3,4,3,3,40,2,11.57,15,742440000
85.99,3,2,5,14,0,12.12,17,600430000
123.83,4,2,4,39,1,3.95,15,621080000
203.47,5,4,2,20,1,14.93,4,792250000
50.99,1,1,4,21,0,6.66,10,251750000
190.78,5,3,6,7,1,6.98,9,1125410000
134.41,3,2,6,30,2,6.8,3,743700000
151.33,5,3,5,10,1,6.78,17,879700000
149.93,4,3,4,27,1,10.59,19,622180000
105.67,4,2,4,29,1,16.12,20,507830000
187.37,5,3,6,10,1,2.9,17,1160730000
87.71,2,2,4,28,1,19.72,3,489080000
166.32,6,3,3,39,1,15.6,15,525240000
102.05,3,2,2,5,0,13.7,19,510340000
183.93,6,3,4,30,1,15.54,19,905250000
55.42,1,2,3,3,0,12.98,13,353810000
175.32,5,3,5,36,1,10.35,5,922540000
190.53,5,3,5,34,2,9.9,8,1001860000
84.52,3,1,3,0,0,15.18,19,530210000
110.17,2,2,4,10,1,11.98,7,580290000
153.31,4,2,2,32,1,18.23,11,553080000
128.94,3,2,4,37,1,0.5,6,642730000
144.76,4,3,5,4,1,7.07,16,917340000
200.13,5,3,3,12,2,13.0,4,852440000
164.64,4,3,3,17,0,10.58,10,790810000
147.83,4,2,4,12,0,8.34,6,825690000
122.07,3,2,4,17,0,15.76,18,540840000
79.01,1,2,5,14,0,11.81,7,521680000
175.1,4,3,3,16,2,0.5,2,825170000
79.62,2,2,5,16,0,13.13,9,367460000
209.95,5,4,3,16,2,15.57,12,1098320000
44.23,2,1,4,38,0,6.68,20,172370000
79.43,2,1,4,28,0,13.98,1,526630000
73.23,3,2,6,26,1,10.46,3,598180000
144.04,3,3,2,12,1,20.43,3,509490000
78.55,3,1,5,16,0,10.29,6,446800000
209.06,5,3,2,12,1,20.33,1,588680000
78.56,2,2,2,15,0,12.24,16,313540000
171.52,4,3,4,2,2,15.01,4,930860000
67.02,2,1,2,13,0,4.89,5,383090000
157.26,4,2,3,39,1,13.36,15,729910000
145.27,4,3,3,34,1,15.54,3,623430000
109.18,3,2,5,10,0,10.25,7,506880000
199.64,6,4,3,11,2,15.71,6,883960000
148.35,4,2,6,3,1,12.68,17,962880000
104.93,3,3,3,23,0,5.43,18,447720000
133.64,3,2,4,17,1,6.41,1,619910000
57.67,1,1,4,36,0,8.43,18,229430000
110.1,3,2,3,30,0,7.4,8,502960000
174.82,4,3,2,11,1,16.25,15,575180000
47.91,2,1,5,40,0,15.38,6,253130000
91.72,3,2,3,22,0,9.91,17,403460000
71.32,1,1,5,0,0,11.26,4,361400000
202.31,6,4,5,40,1,10.62,15,967090000
48.79,2,1,3,11,0,9.56,10,326380000
87.99,3,2,4,23,1,8.59,1,402430000
104.6,3,2,5,28,0,13.61,17,644910000
197.79,5,4,6,36,1,10.92,8,1209710000
151.35,4,3,2,30,2,16.73,1,530070000
87.52,3,2,4,5,0,13.03,1,535080000
86.87,3,2,3,32,0,13.18,19,477000000
82.82,2,3,3,24,1,2.65,11,539350000
49.09,1,2,3,37,0,15.96,6,164490000
81.84,3,1,4,3,0,12.16,1,489060000
86.15,2,2,3,1,0,11.85,15,544670000
78.77,2,1,4,38,0,14.03,2,320180000
73.06,1,1,4,7,1,12.95,13,533340000
159.11,4,3,4,8,1,16.85,7,744690000
150.02,3,2,5,35,1,15.06,2,775570000
72.72,1,1,4,27,1,11.9,11,406130000
96.63,3,1,4,17,1,8.43,8,292630000
71.07,2,1,4,4,0,9.15,8,370520000
58.53,1,1,2,11,0,14.67,8,316290000
189.29,5,2,6,12,2,6.73,12,1026710000
108.66,2,2,3,13,1,9.09,20,536830000
78.54,3,1,4,31,0,10.31,19,603850000
94.99,3,1,3,8,0,10.97,13,411700000
185.25,5,4,2,30,2,14.42,3,596280000
63.97,2,2,4,17,0,14.78,11,442630000
119.98,3,3,2,6,0,11.49,20,430890000
91.81,2,2,3,39,0,11.8,10,236630000
145.84,5,2,6,32,1,12.12,9,852710000
202.27,5,3,5,39,2,5.67,2,1162700000
121.91,3,2,4,11,1,7.13,9,832760000
122.68,3,2,2,15,1,16.34,12,538560000
106.69,3,2,3,24,1,18.35,9,446430000
129.36,3,3,3,2,1,9.18,5,668020000
205.16,6,4,3,34,2,17.59,13,1019610000
157.42,4,2,3,0,1,12.82,18,755030000
118.93,4,2,2,40,1,16.26,20,430870000
184.96,5,3,4,21,2,12.86,18,920910000
156.42,4,3,3,38,1,10.76,13,701230000
168.49,4,3,3,36,2,17.97,9,705150000
186.96,4,4,3,17,1,10.15,4,865050000
48.83,2,1,4,22,0,8.23,11,320480000
60.24,2,1,6,16,0,11.06,16,378950000
169.23,4,3,3,18,2,15.91,7,790000000
202.53,6,3,2,14,1,13.29,2,655830000
127.18,3,2,4,40,0,17.25,15,587430000
88.33,2,1,3,6,1,11.79,1,586580000
155.6,4,2,2,2,1,16.74,5,712690000
44.34,2,1,3,3,0,12.38,15,166060000
183.38,5,3,5,2,1,7.73,11,933150000
122.83,3,2,6,27,1,11.65,19,921440000
65.4,2,1,5,3,0,8.68,14,393700000
88.76,2,1,3,20,0,14.06,9,340620000
167.13,6,3,4,12,2,5.38,17,798130000
119.79,3,2,4,27,1,9.2,17,671460000
160.87,4,3,3,8,1,12.36,1,841740000
123.17,2,1,4,34,0,14.21,6,644470000
119.39,3,2,3,38,0,15.32,13,461410000
103.26,4,1,6,29,0,6.65,15,546370000
69.37,2,1,2,23,0,23.7,1,201980000
45.4,2,1,4,10,0,9.99,18,310810000
119.62,3,2,3,39,1,18.22,3,494320000
161.58,4,3,3,3,1,14.2,20,791520000
95.21,3,2,4,12,1,17.41,4,692270000
195.79,5,4,5,9,2,5.07,4,1078880000
150.33,4,2,4,28,2,14.7,1,676980000
191.54,5,3,5,24,2,11.11,1,1173130000
57.36,2,1,3,17,0,13.31,9,297640000
125.55,3,2,5,24,1,5.9,8,698540000
208.15,6,3,3,7,2,16.84,20,884130000
72.04,2,2,4,33,0,6.9,9,395470000
167.45,4,2,3,25,1,18.11,1,627760000
169.22,5,3,4,3,1,12.42,13,873550000
128.34,3,2,4,28,0,10.4,2,524050000
201.29,5,3,6,36,2,0.5,19,1247120000
93.45,3,2,5,30,0,13.77,2,482260000
122.89,4,2,4,5,1,16.45,7,629770000
124.41,3,3,2,34,1,10.39,13,589840000
202.63,5,3,4,11,1,10.51,7,881260000
112.6,3,2,2,17,1,11.87,10,469990000
77.44,2,1,2,34,1,15.32,16,337280000
45.64,1,2,5,40,0,10.35,20,265990000
68.68,2,1,2,22,1,12.83,17,276260000
170.62,4,3,4,28,1,12.78,19,799640000
151.06,4,2,4,16,1,11.58,8,667030000
197.97,6,4,3,34,1,4.76,4,758210000
189.27,5,3,4,13,2,17.09,4,1087990000
107.38,3,2,3,17,0,12.08,8,498820000
121.87,3,2,3,19,0,11.94,10,526940000
141.73,4,3,6,27,1,6.81,7,887070000
116.78,2,2,4,10,1,12.44,16,666560000
111.31,4,2,3,36,2,11.33,7,474850000
116.02,2,1,4,5,0,5.46,1,599670000
102.85,2,2,3,1,1,14.47,19,627560000
75.61,2,1,4,3,0,10.33,20,406260000
78.04,3,1,2,14,1,13.03,17,431850000
156.81,4,2,4,29,1,14.4,9,789220000
58.32,2,1,2,15,1,21.1,1,97090000
156.3,5,2,4,29,0,9.58,2,874130000
99.17,2,2,3,2,0,14.86,1,665500000
160.97,4,3,4,12,1,9.5,8,846500000
145.12,3,2,4,23,2,6.84,6,807250000
201.62,5,4,5,23,1,7.13,3,1087310000
142.95,2,2,3,39,1,7.76,20,567750000
143.15,4,2,5,38,2,10.95,6,869230000
126.42,3,3,5,9,0,7.83,1,783900000
65.01,2,2,5,30,0,7.95,12,455420000
126.51,3,2,4,29,1,12.93,3,669100000
137.52,3,3,2,19,1,18.97,15,582820000
95.71,3,2,5,19,0,1.72,9,502360000
110.19,3,2,3,7,0,13.07,10,541530000
91.31,2,2,2,36,0,17.74,8,361080000
92.01,3,2,4,38,0,15.35,16,527100000
156.69,3,2,2,34,2,13.11,20,679720000
75.83,1,1,3,2,0,19.54,19,359060000
128.41,4,2,4,17,1,6.92,1,614630000
46.54,2,1,2,9,0,15.44,18,195250000
160.39,5,2,4,13,1,15.96,7,765860000
147.52,4,2,3,3,1,4.72,6,659050000
178.03,5,2,4,17,1,10.72,8,839610000
115.29,3,1,3,19,1,13.83,4,553830000
149.24,4,2,4,6,1,7.51,1,631880000
87.83,2,2,2,20,0,17.0,4,333130000
141.89,4,2,3,16,1,7.94,17,724340000
196.58,5,3,5,15,2,13.72,12,1142810000
103.04,3,2,4,25,1,7.37,11,579730000
135.7,4,2,5,31,1,9.7,9,826380000
64.04,2,1,4,33,0,16.42,6,324000000
110.51,3,2,4,14,0,8.31,3,668730000
148.38,3,3,3,10,0,8.98,11,809670000
184.8,5,3,3,9,2,7.9,3,866770000
163.59,4,3,3,32,1,9.17,15,702300000
82.78,2,2,4,13,1,10.55,7,350200000
160.62,5,2,4,31,1,3.98,7,749000000
113.6,3,2,6,37,0,3.67,17,776200000
180.32,6,2,5,26,1,7.92,1,924340000
129.81,3,2,5,0,1,6.7,20,756440000
60.21,2,1,3,25,0,8.57,15,184210000
191.22,6,3,3,40,1,8.69,4,800740000
121.48,3,1,5,37,1,2.44,13,752580000
66.35,2,1,4,7,1,18.16,1,281710000
72.28,2,1,3,1,0,8.84,2,248100000
113.63,4,2,3,8,0,13.66,7,605430000
175.85,5,3,5,30,2,11.72,8,1060240000
106.44,3,2,4,26,0,4.44,8,663610000
69.57,3,1,4,16,1,4.33,10,474070000
161.37,4,2,5,16,2,8.28,1,850460000
168.23,5,3,5,5,1,12.98,2,920710000
180.34,4,3,3,11,2,10.45,7,775940000
159.2,4,3,4,5,2,13.85,10,797580000
62.65,1,2,4,27,0,17.55,8,293520000
187.64,5,3,2,24,2,12.76,19,728920000
172.99,5,4,5,5,1,14.0,3,867870000
48.87,1,1,2,20,0,18.52,3,367140000
133.4,4,2,3,39,1,1.38,7,632480000
122.83,4,2,2,3,0,13.27,15,540790000
186.44,5,3,3,4,1,10.06,19,1022870000
93.44,2,2,4,26,0,10.14,3,520300000
145.69,5,3,2,21,1,16.71,3,779220000
198.71,5,4,5,32,2,16.66,4,1151060000
99.49,3,1,3,1,0,9.34,2,409330000
108.71,3,2,3,29,1,16.51,14,531660000
142.85,3,2,4,18,1,17.44,11,631700000
92.19,2,1,4,33,0,11.12,3,589450000
84.98,2,2,4,18,0,14.43,13,518820000
96.08,2,3,3,16,1,14.78,13,466280000
70.78,2,2,4,16,1,6.05,19,590920000
92.84,3,2,3,13,1,14.61,9,381250000
117.76,3,2,3,18,1,12.46,2,640870000
39.7,2,1,4,3,0,10.29,19,364590000
177.46,5,3,6,31,2,11.92,11,839020000
41.48,2,1,4,11,0,11.98,13,139580000
82.93,2,2,6,7,0,6.68,8,403520000
105.48,3,2,2,11,0,16.0,6,407020000
74.51,3,1,4,4,0,6.52,20,496010000
161.4,4,2,5,21,1,2.99,5,885720000
160.9,5,3,3,32,1,11.81,19,780260000
118.98,3,2,6,8,0,8.07,2,646030000
81.96,2,1,3,27,0,13.01,14,420610000
158.74,5,3,5,40,1,16.05,18,676690000
80.24,1,1,4,23,0,10.89,6,362800000
125.29,3,3,3,25,0,16.57,15,458850000
199.08,6,3,3,1,2,13.89,19,816690000
77.97,2,2,5,16,1,14.07,18,547030000
140.26,4,3,3,7,1,13.08,1,573540000
110.4,4,2,3,31,1,11.71,11,739920000
194.22,5,4,3,28,1,17.28,10,761890000
178.33,5,4,2,25,1,12.43,1,668600000
159.98,5,3,5,5,1,7.08,20,1011510000
186.15,5,3,5,40,1,11.79,11,802880000
154.11,5,3,3,30,2,10.02,2,778760000
108.01,3,2,3,20,1,7.12,15,550460000
180.74,5,2,3,24,1,8.93,7,798260000
162.5,4,2,6,6,2,18.55,13,906770000
145.69,4,2,5,17,1,7.95,15,900070000
185.74,5,3,3,28,2,8.99,17,799370000
116.74,3,2,4,22,1,10.41,4,637820000
157.57,3,3,4,24,1,11.62,17,803160000
103.75,3,1,4,37,0,12.97,14,506240000
92.62,2,2,6,17,0,15.47,8,488760000
47.88,1,1,2,31,0,17.18,3,200510000
48.25,1,1,2,12,0,19.39,14,245440000
200.44,6,3,4,29,2,10.04,18,1094070000
67.38,3,2,4,28,0,5.96,17,375380000
81.67,3,3,4,34,0,15.79,16,456880000
59.92,2,1,3,14,0,11.84,13,243280000
57.65,1,1,3,22,0,9.56,8,344160000
55.17,2,1,5,30,1,4.23,16,314770000
94.98,3,2,5,12,1,8.36,11,488840000
127.88,4,2,3,32,1,11.86,7,478730000
112.1,3,1,2,38,0,12.93,13,520750000
172.96,4,3,4,4,2,13.07,17,957940000
156.2,4,3,4,13,1,6.79,15,927090000
174.98,4,4,5,38,1,7.99,18,1005350000
112.91,3,2,3,29,0,15.16,6,484940000
148.2,4,2,2,4,1,11.12,9,576920000
172.62,4,4,2,1,1,10.88,5,745450000
145.02,3,3,4,14,1,11.64,2,881600000
176.33,4,3,4,3,2,16.71,2,819390000
43.28,1,1,3,6,0,9.91,10,336470000
59.75,2,1,5,1,1,7.28,18,353040000
195.53,5,3,4,39,2,11.95,4,974750000
186.11,5,2,4,9,1,5.64,15,1043860000
153.81,3,3,3,3,2,9.91,3,589850000
96.61,3,1,5,3,1,7.31,20,506760000
174.6,5,3,4,30,1,15.06,19,790200000
